HPO.Accession,HPO.Term,Gene.Symbol,Source,Source.ID
HP:0001272,cerebellar atrophy,RTTN,orphadata,ORPHA:468631
HP:0001272,cerebellar atrophy,TK2,orphadata,ORPHA:254886
HP:0001272,cerebellar atrophy,CACNA1A,orphadata,ORPHA:569
HP:0001272,cerebellar atrophy,VPS11,orphadata,ORPHA:466934
HP:0001272,cerebellar atrophy,RNF113A,orphadata,ORPHA:33364
HP:0001272,cerebellar atrophy,MRE11,orphadata,ORPHA:251347
HP:0001272,cerebellar atrophy,WDR45,orphadata,ORPHA:329284
HP:0001272,cerebellar atrophy,PNPLA6,orphadata,ORPHA:139480
HP:0001272,cerebellar atrophy,CACNA1A,orphadata,ORPHA:97
HP:0001272,cerebellar atrophy,WARS2,orphadata,ORPHA:572798
HP:0001272,cerebellar atrophy,SLC1A3,orphadata,ORPHA:209967
HP:0001272,cerebellar atrophy,DPM1,orphadata,ORPHA:79322
HP:0001272,cerebellar atrophy,NEUROD2,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,FMR1,orphadata,ORPHA:93256
HP:0001272,cerebellar atrophy,ATXN8OS,orphadata,ORPHA:98760
HP:0001272,cerebellar atrophy,DNMT1,orphadata,ORPHA:314404
HP:0001272,cerebellar atrophy,SCYL1,orphadata,ORPHA:466794
HP:0001272,cerebellar atrophy,DNAJC3,orphadata,ORPHA:445062
HP:0001272,cerebellar atrophy,SIK1,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,TRPC3,orphadata,ORPHA:458798
HP:0001272,cerebellar atrophy,SPTBN2,orphadata,ORPHA:352403
HP:0001272,cerebellar atrophy,LYST,orphadata,ORPHA:167
HP:0001272,cerebellar atrophy,LAMA2,orphadata,ORPHA:258
HP:0001272,cerebellar atrophy,TBCE,orphadata,ORPHA:496756
HP:0001272,cerebellar atrophy,ATXN3,orphadata,ORPHA:276244
HP:0001272,cerebellar atrophy,TRIM8,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,RNU12,orphadata,ORPHA:512260
HP:0001272,cerebellar atrophy,AP4E1,orphadata,ORPHA:280763
HP:0001272,cerebellar atrophy,ATP1A3,orphadata,ORPHA:71517
HP:0001272,cerebellar atrophy,PRRT2,orphadata,ORPHA:569
HP:0001272,cerebellar atrophy,PIGQ,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,COG8,orphadata,ORPHA:95428
HP:0001272,cerebellar atrophy,MFF,orphadata,ORPHA:485421
HP:0001272,cerebellar atrophy,LMX1B,orphadata,ORPHA:495818
HP:0001272,cerebellar atrophy,STT3A,orphadata,ORPHA:370921
HP:0001272,cerebellar atrophy,ATXN7,orphadata,ORPHA:94147
HP:0001272,cerebellar atrophy,CDKL5,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,RRM2B,orphadata,ORPHA:254892
HP:0001272,cerebellar atrophy,RNF13,orphadata,ORPHA:544503
HP:0001272,cerebellar atrophy,CACNA1G,orphadata,ORPHA:458803
HP:0001272,cerebellar atrophy,KATNB1,orphadata,ORPHA:1083
HP:0001272,cerebellar atrophy,ELOVL5,orphadata,ORPHA:423296
HP:0001272,cerebellar atrophy,SCN2A,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,ATP6AP2,orphadata,ORPHA:93952
HP:0001272,cerebellar atrophy,MORC2,orphadata,ORPHA:466768
HP:0001272,cerebellar atrophy,ZNHIT3,orphadata,ORPHA:2836
HP:0001272,cerebellar atrophy,PCNA,orphadata,ORPHA:438134
HP:0001272,cerebellar atrophy,AP4B1,orphadata,ORPHA:280763
HP:0001272,cerebellar atrophy,DAB1,orphadata,ORPHA:363710
HP:0001272,cerebellar atrophy,POLG,orphadata,ORPHA:254892
HP:0001272,cerebellar atrophy,PACS1,orphadata,ORPHA:329224
HP:0001272,cerebellar atrophy,TMEM240,orphadata,ORPHA:98773
HP:0001272,cerebellar atrophy,ATXN8,orphadata,ORPHA:98760
HP:0001272,cerebellar atrophy,IFRD1,orphadata,ORPHA:98771
HP:0001272,cerebellar atrophy,SETX,orphadata,ORPHA:64753
HP:0001272,cerebellar atrophy,STUB1,orphadata,ORPHA:412057
HP:0001272,cerebellar atrophy,STT3B,orphadata,ORPHA:370924
HP:0001272,cerebellar atrophy,ARX,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,GNAO1,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,PMPCA,orphadata,ORPHA:1170
HP:0001272,cerebellar atrophy,POLG,orphadata,ORPHA:254886
HP:0001272,cerebellar atrophy,KCNC3,orphadata,ORPHA:98768
HP:0001272,cerebellar atrophy,PIGG,orphadata,ORPHA:488635
HP:0001272,cerebellar atrophy,GTF2E2,orphadata,ORPHA:33364
HP:0001272,cerebellar atrophy,TUBB2B,orphadata,ORPHA:300573
HP:0001272,cerebellar atrophy,FKRP,orphadata,ORPHA:370980
HP:0001272,cerebellar atrophy,PIGT,orphadata,ORPHA:369837
HP:0001272,cerebellar atrophy,SACS,orphadata,ORPHA:98
HP:0001272,cerebellar atrophy,TPP1,orphadata,ORPHA:284324
HP:0001272,cerebellar atrophy,KIF1A,orphadata,ORPHA:2836
HP:0001272,cerebellar atrophy,KCTD7,orphadata,ORPHA:263516
HP:0001272,cerebellar atrophy,CLN5,orphadata,ORPHA:228360
HP:0001272,cerebellar atrophy,BCAP31,orphadata,ORPHA:369939
HP:0001272,cerebellar atrophy,STXBP1,orphadata,ORPHA:495818
HP:0001272,cerebellar atrophy,ATXN3,orphadata,ORPHA:276238
HP:0001272,cerebellar atrophy,NGLY1,orphadata,ORPHA:404454
HP:0001272,cerebellar atrophy,PLAA,orphadata,ORPHA:521426
HP:0001272,cerebellar atrophy,PIGN,orphadata,ORPHA:280633
HP:0001272,cerebellar atrophy,FDXR,orphadata,ORPHA:543470
HP:0001272,cerebellar atrophy,TGM6,orphadata,ORPHA:276193
HP:0001272,cerebellar atrophy,KCNA1,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,DNM1L,orphadata,ORPHA:98673
HP:0001272,cerebellar atrophy,KIF1A,orphadata,ORPHA:101010
HP:0001272,cerebellar atrophy,CYB5R3,orphadata,ORPHA:621
HP:0001272,cerebellar atrophy,TARS1,orphadata,ORPHA:33364
HP:0001272,cerebellar atrophy,ATAD3A,orphadata,ORPHA:496790
HP:0001272,cerebellar atrophy,AP4M1,orphadata,ORPHA:280763
HP:0001272,cerebellar atrophy,FAR1,orphadata,ORPHA:438178
HP:0001272,cerebellar atrophy,DARS2,orphadata,ORPHA:137898
HP:0001272,cerebellar atrophy,SLC39A8,orphadata,ORPHA:468699
HP:0001272,cerebellar atrophy,TXN2,orphadata,ORPHA:478029
HP:0001272,cerebellar atrophy,FA2H,orphadata,ORPHA:329308
HP:0001272,cerebellar atrophy,PIK3R5,orphadata,ORPHA:64753
HP:0001272,cerebellar atrophy,EMC1,orphadata,ORPHA:480898
HP:0001272,cerebellar atrophy,PEX10,orphadata,ORPHA:247815
HP:0001272,cerebellar atrophy,SPG7,orphadata,ORPHA:99013
HP:0001272,cerebellar atrophy,SCN1A,orphadata,ORPHA:569
HP:0001272,cerebellar atrophy,SH3TC2,orphadata,ORPHA:99949
HP:0001272,cerebellar atrophy,PIGP,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,FKTN,orphadata,ORPHA:370980
HP:0001272,cerebellar atrophy,PRNP,orphadata,ORPHA:157941
HP:0001272,cerebellar atrophy,GBA2,orphadata,ORPHA:320391
HP:0001272,cerebellar atrophy,KCNJ10,orphadata,ORPHA:199343
HP:0001272,cerebellar atrophy,ERCC2,orphadata,ORPHA:33364
HP:0001272,cerebellar atrophy,GPAA1,orphadata,ORPHA:529665
HP:0001272,cerebellar atrophy,CYP27A1,orphadata,ORPHA:909
HP:0001272,cerebellar atrophy,ATP13A2,orphadata,ORPHA:513436
HP:0001272,cerebellar atrophy,FA2H,orphadata,ORPHA:171629
HP:0001272,cerebellar atrophy,HTT,orphadata,ORPHA:248111
HP:0001272,cerebellar atrophy,EEF2,orphadata,ORPHA:101112
HP:0001272,cerebellar atrophy,STXBP1,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,OPA1,orphadata,ORPHA:98673
HP:0001272,cerebellar atrophy,SLC39A14,orphadata,ORPHA:521406
HP:0001272,cerebellar atrophy,KIF1C,orphadata,ORPHA:397946
HP:0001272,cerebellar atrophy,FGF14,orphadata,ORPHA:98764
HP:0001272,cerebellar atrophy,COQ8A,orphadata,ORPHA:139485
HP:0001272,cerebellar atrophy,SAMD9L,orphadata,ORPHA:2585
HP:0001272,cerebellar atrophy,MAN2B1,orphadata,ORPHA:309288
HP:0001272,cerebellar atrophy,COG5,orphadata,ORPHA:263487
HP:0001272,cerebellar atrophy,CPLX1,orphadata,ORPHA:352582
HP:0001272,cerebellar atrophy,SLC9A6,orphadata,ORPHA:85278
HP:0001272,cerebellar atrophy,PLA2G6,orphadata,ORPHA:35069
HP:0001272,cerebellar atrophy,MGME1,orphadata,ORPHA:352447
HP:0001272,cerebellar atrophy,SLC25A4,orphadata,ORPHA:254892
HP:0001272,cerebellar atrophy,CYB5A,orphadata,ORPHA:621
HP:0001272,cerebellar atrophy,MME,orphadata,ORPHA:497764
HP:0001272,cerebellar atrophy,ATXN1,orphadata,ORPHA:98755
HP:0001272,cerebellar atrophy,ATXN3,orphadata,ORPHA:276241
HP:0001272,cerebellar atrophy,SYT14,orphadata,ORPHA:284271
HP:0001272,cerebellar atrophy,POMT1,orphadata,ORPHA:370980
HP:0001272,cerebellar atrophy,AFG3L2,orphadata,ORPHA:313772
HP:0001272,cerebellar atrophy,ATXN2,orphadata,ORPHA:98756
HP:0001272,cerebellar atrophy,PNKP,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,CARS2,orphadata,ORPHA:477774
HP:0001272,cerebellar atrophy,SYNE1,orphadata,ORPHA:88644
HP:0001272,cerebellar atrophy,MAN2B1,orphadata,ORPHA:309282
HP:0001272,cerebellar atrophy,CIZ1,orphadata,ORPHA:420492
HP:0001272,cerebellar atrophy,SLC35A2,orphadata,ORPHA:356961
HP:0001272,cerebellar atrophy,CLPB,orphadata,ORPHA:445038
HP:0001272,cerebellar atrophy,OPA3,orphadata,ORPHA:67036
HP:0001272,cerebellar atrophy,KCNA1,orphadata,ORPHA:37612
HP:0001272,cerebellar atrophy,SHANK3,orphadata,ORPHA:48652
HP:0001272,cerebellar atrophy,GRID2,orphadata,ORPHA:363432
HP:0001272,cerebellar atrophy,CASK,orphadata,ORPHA:1934
HP:0001272,cerebellar atrophy,CCDC88C,orphadata,ORPHA:423275
HP:0001272,cerebellar atrophy,SC5D,orphadata,ORPHA:46059
HP:0001272,cerebellar atrophy,SRD5A3,orphadata,ORPHA:324737
HP:0001272,cerebellar atrophy,PPP2R2B,orphadata,ORPHA:98762
HP:0001272,cerebellar atrophy,PEX6,orphadata,ORPHA:95433
HP:0001272,cerebellar atrophy,ANO10,orphadata,ORPHA:284289
HP:0001272,cerebellar atrophy,TBC1D24,orphadata,ORPHA:352596
HP:0001272,cerebellar atrophy,ERCC3,orphadata,ORPHA:33364
HP:0001272,cerebellar atrophy,RELN,orphadata,ORPHA:89844
HP:0001272,cerebellar atrophy,GTF2H5,orphadata,ORPHA:33364
HP:0001273,abnormal corpus callosum morphology,PGAP1,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,LMAN2L,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,ITGB6,orphadata,ORPHA:2850
HP:0001273,abnormal corpus callosum morphology,CBY1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,CPLX1,orphadata,ORPHA:280
HP:0001273,abnormal corpus callosum morphology,TUBA8,orphadata,ORPHA:250972
HP:0001273,abnormal corpus callosum morphology,GLI2,orphadata,ORPHA:2162
HP:0001273,abnormal corpus callosum morphology,PPP1R15B,orphadata,ORPHA:391408
HP:0001273,abnormal corpus callosum morphology,ARNT2,orphadata,ORPHA:3157
HP:0001273,abnormal corpus callosum morphology,NBEA,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,PLPBP,orphadata,ORPHA:3006
HP:0001273,abnormal corpus callosum morphology,CNOT1,orphadata,ORPHA:556955
HP:0001273,abnormal corpus callosum morphology,LARGE1,orphadata,ORPHA:370968
HP:0001273,abnormal corpus callosum morphology,PAH,orphadata,ORPHA:2209
HP:0001273,abnormal corpus callosum morphology,POMK,orphadata,ORPHA:899
HP:0001273,abnormal corpus callosum morphology,RAB18,orphadata,ORPHA:2510
HP:0001273,abnormal corpus callosum morphology,ARX,orphadata,ORPHA:452
HP:0001273,abnormal corpus callosum morphology,COL4A1,orphadata,ORPHA:899
HP:0001273,abnormal corpus callosum morphology,ST3GAL3,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,BRSK2,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,KIF7,orphadata,ORPHA:2189
HP:0001273,abnormal corpus callosum morphology,TGIF1,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,PRDM16,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,RELN,orphadata,ORPHA:89844
HP:0001273,abnormal corpus callosum morphology,EPB41L1,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,KCNQ5,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,FLI1,orphadata,ORPHA:2308
HP:0001273,abnormal corpus callosum morphology,HACE1,orphadata,ORPHA:464282
HP:0001273,abnormal corpus callosum morphology,GPC3,orphadata,ORPHA:373
HP:0001273,abnormal corpus callosum morphology,DYRK1A,orphadata,ORPHA:268261
HP:0001273,abnormal corpus callosum morphology,NEMF,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,MAPK8IP3,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,CASZ1,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,FOXH1,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,EBP,orphadata,ORPHA:401973
HP:0001273,abnormal corpus callosum morphology,MTRFR,orphadata,ORPHA:254930
HP:0001273,abnormal corpus callosum morphology,GAS1,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,CASK,orphadata,ORPHA:1934
HP:0001273,abnormal corpus callosum morphology,ARV1,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,TGIF1,orphadata,ORPHA:93926
HP:0001273,abnormal corpus callosum morphology,TMEM216,orphadata,ORPHA:2754
HP:0001273,abnormal corpus callosum morphology,NEUROD2,orphadata,ORPHA:1934
HP:0001273,abnormal corpus callosum morphology,PTDSS1,orphadata,ORPHA:2658
HP:0001273,abnormal corpus callosum morphology,RNF113A,orphadata,ORPHA:33364
HP:0001273,abnormal corpus callosum morphology,ZIC2,orphadata,ORPHA:93925
HP:0001273,abnormal corpus callosum morphology,SIN3A,orphadata,ORPHA:500166
HP:0001273,abnormal corpus callosum morphology,FGF13,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,VAC14,orphadata,ORPHA:3472
HP:0001273,abnormal corpus callosum morphology,CDON,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,LINS1,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,CEP57,orphadata,ORPHA:1052
HP:0001273,abnormal corpus callosum morphology,EEF1A2,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,TTC5,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,B9D1,orphadata,ORPHA:564
HP:0001273,abnormal corpus callosum morphology,FGFR1,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,CDON,orphadata,ORPHA:93925
HP:0001273,abnormal corpus callosum morphology,CDK6,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,RSRC1,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,KCNA1,orphadata,ORPHA:1934
HP:0001273,abnormal corpus callosum morphology,FOXH1,orphadata,ORPHA:280200
HP:0001273,abnormal corpus callosum morphology,ARID1B,orphadata,ORPHA:1465
HP:0001273,abnormal corpus callosum morphology,CSPP1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,MADD,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,ALDH18A1,orphadata,ORPHA:447760
HP:0001273,abnormal corpus callosum morphology,JARID2,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,PNKP,orphadata,ORPHA:1934
HP:0001273,abnormal corpus callosum morphology,PROKR2,orphadata,ORPHA:3157
HP:0001273,abnormal corpus callosum morphology,DAG1,orphadata,ORPHA:899
HP:0001273,abnormal corpus callosum morphology,ANKRD11,orphadata,ORPHA:261250
HP:0001273,abnormal corpus callosum morphology,ARL 3.00,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,FDXR,orphadata,ORPHA:543470
HP:0001273,abnormal corpus callosum morphology,ACTL6A,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,PTCH1,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,KDM5B,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,UFSP2,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,SPEN,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,FBXW11,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,PIGN,orphadata,ORPHA:280633
HP:0001273,abnormal corpus callosum morphology,PIK3C2A,orphadata,ORPHA:557003
HP:0001273,abnormal corpus callosum morphology,AHSG,orphadata,ORPHA:2850
HP:0001273,abnormal corpus callosum morphology,NODAL,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,FGF8,orphadata,ORPHA:93926
HP:0001273,abnormal corpus callosum morphology,FGF8,orphadata,ORPHA:280195
HP:0001273,abnormal corpus callosum morphology,DOCK3,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,RAB3GAP2,orphadata,ORPHA:2510
HP:0001273,abnormal corpus callosum morphology,NCDN,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,VPS11,orphadata,ORPHA:466934
HP:0001273,abnormal corpus callosum morphology,HCCS,orphadata,ORPHA:2556
HP:0001273,abnormal corpus callosum morphology,FKRP,orphadata,ORPHA:370959
HP:0001273,abnormal corpus callosum morphology,COX7B,orphadata,ORPHA:2556
HP:0001273,abnormal corpus callosum morphology,TRNS2,orphadata,ORPHA:550
HP:0001273,abnormal corpus callosum morphology,AHCY,orphadata,ORPHA:88618
HP:0001273,abnormal corpus callosum morphology,ZIC2,orphadata,ORPHA:280195
HP:0001273,abnormal corpus callosum morphology,UNC80,orphadata,ORPHA:371364
HP:0001273,abnormal corpus callosum morphology,GLI2,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,GNAO1,orphadata,ORPHA:1934
HP:0001273,abnormal corpus callosum morphology,ALG3,orphadata,ORPHA:79321
HP:0001273,abnormal corpus callosum morphology,PUF60,orphadata,ORPHA:508498
HP:0001273,abnormal corpus callosum morphology,SIX3,orphadata,ORPHA:93926
HP:0001273,abnormal corpus callosum morphology,SMC1A,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,SSR4,orphadata,ORPHA:370927
HP:0001273,abnormal corpus callosum morphology,HRAS,orphadata,ORPHA:2612
HP:0001273,abnormal corpus callosum morphology,WDR26,orphadata,ORPHA:513456
HP:0001273,abnormal corpus callosum morphology,PRSS12,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,POMT1,orphadata,ORPHA:370968
HP:0001273,abnormal corpus callosum morphology,TOE1,orphadata,ORPHA:284339
HP:0001273,abnormal corpus callosum morphology,CRADD,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,MED12,orphadata,ORPHA:93932
HP:0001273,abnormal corpus callosum morphology,SRPX2,orphadata,ORPHA:163721
HP:0001273,abnormal corpus callosum morphology,TRMT10A,orphadata,ORPHA:391408
HP:0001273,abnormal corpus callosum morphology,TDGF1,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,TRNL1,orphadata,ORPHA:550
HP:0001273,abnormal corpus callosum morphology,HNRNPK,orphadata,ORPHA:352665
HP:0001273,abnormal corpus callosum morphology,C12ORF4,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,CNKSR2,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,CARS2,orphadata,ORPHA:477774
HP:0001273,abnormal corpus callosum morphology,FOXH1,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,TDGF1,orphadata,ORPHA:93926
HP:0001273,abnormal corpus callosum morphology,FGFR1,orphadata,ORPHA:3157
HP:0001273,abnormal corpus callosum morphology,SIX3,orphadata,ORPHA:93925
HP:0001273,abnormal corpus callosum morphology,ODC1,orphadata,ORPHA:544488
HP:0001273,abnormal corpus callosum morphology,B3GLCT,orphadata,ORPHA:709
HP:0001273,abnormal corpus callosum morphology,DYNC1H1,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,CLTC,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,METTL23,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,DISP1,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,PDHX,orphadata,ORPHA:255182
HP:0001273,abnormal corpus callosum morphology,TCTN1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,GLI2,orphadata,ORPHA:93926
HP:0001273,abnormal corpus callosum morphology,TRNF,orphadata,ORPHA:550
HP:0001273,abnormal corpus callosum morphology,NODAL,orphadata,ORPHA:280200
HP:0001273,abnormal corpus callosum morphology,NTN1,orphadata,ORPHA:238722
HP:0001273,abnormal corpus callosum morphology,OCA2,orphadata,ORPHA:98794
HP:0001273,abnormal corpus callosum morphology,PYCR2,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,FOXG1,orphadata,ORPHA:561854
HP:0001273,abnormal corpus callosum morphology,UBE4A,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,HCN1,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,TRAPPC14,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,ATRX,orphadata,ORPHA:847
HP:0001273,abnormal corpus callosum morphology,PLAA,orphadata,ORPHA:521426
HP:0001273,abnormal corpus callosum morphology,YY1,orphadata,ORPHA:506358
HP:0001273,abnormal corpus callosum morphology,CPLANE1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,ZC3H14,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,TBCD,orphadata,ORPHA:496641
HP:0001273,abnormal corpus callosum morphology,MTHFR,orphadata,ORPHA:563612
HP:0001273,abnormal corpus callosum morphology,AGO2,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,HIC1,orphadata,ORPHA:531
HP:0001273,abnormal corpus callosum morphology,DCC,orphadata,ORPHA:238722
HP:0001273,abnormal corpus callosum morphology,CSPP1,orphadata,ORPHA:397715
HP:0001273,abnormal corpus callosum morphology,GRIK2,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,GAS1,orphadata,ORPHA:280195
HP:0001273,abnormal corpus callosum morphology,IGBP1,orphadata,ORPHA:52055
HP:0001273,abnormal corpus callosum morphology,SIX3,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,SLC35A2,orphadata,ORPHA:356961
HP:0001273,abnormal corpus callosum morphology,HPDL,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,DISP1,orphadata,ORPHA:93925
HP:0001273,abnormal corpus callosum morphology,KAT6B,orphadata,ORPHA:85201
HP:0001273,abnormal corpus callosum morphology,HIVEP2,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,PIGG,orphadata,ORPHA:488635
HP:0001273,abnormal corpus callosum morphology,CEP104,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,SOX2,orphadata,ORPHA:3157
HP:0001273,abnormal corpus callosum morphology,TRMT1,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,IBA57,orphadata,ORPHA:468661
HP:0001273,abnormal corpus callosum morphology,HNRNPK,orphadata,ORPHA:453504
HP:0001273,abnormal corpus callosum morphology,FKTN,orphadata,ORPHA:899
HP:0001273,abnormal corpus callosum morphology,ZDHHC9,orphadata,ORPHA:776
HP:0001273,abnormal corpus callosum morphology,EOMES,orphadata,ORPHA:171703
HP:0001273,abnormal corpus callosum morphology,PAFAH1B1,orphadata,ORPHA:217385
HP:0001273,abnormal corpus callosum morphology,CLN5,orphadata,ORPHA:228360
HP:0001273,abnormal corpus callosum morphology,GABRA5,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,TCTN3,orphadata,ORPHA:564
HP:0001273,abnormal corpus callosum morphology,KRAS,orphadata,ORPHA:3339
HP:0001273,abnormal corpus callosum morphology,AHDC1,orphadata,ORPHA:412069
HP:0001273,abnormal corpus callosum morphology,ACTL6B,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,BCOR,orphadata,ORPHA:568
