O95817,BAG3
O95429,BAG4
O75531,BANF1
Q9NRL2,BAZ1A
Q8TAM1,BBS10
P50895,BCAM
O75815,BCAR3
O15382,BCAT2
P12694,BCKDHA
P21953,BCKDHB
P20749,BCL3
Q4VC05,BCL7A
Q02338,BDH1
Q5T5X7,BEND3
Q8NFJ8,BHLHE22
Q13867,BLMH
P53004,BLVRA
P30043,BLVRB
P12644,BMP4
Q96IK1,BOD1
Q8N9W6,BOLL
Q15059,BRD3
Q9NSI6,BRWD1
Q6RI45,BRWD3
P35613,BSG
Q32M84,BTBD16
P20290,BTF3
Q8NE79,BVES
Q9Y6E2,BZW2
Q99622,C12orf57
Q5U649,C12orf60
Q6ZRI6,C15orf39
A8MV24,C17orf98
Q9UFG5,C19orf25
Q13901,C1D
Q9NX04,C1orf109
Q9H425,C1orf198
Q8N6N3,C1orf52
Q6P1W5,C1orf94
O14523,C2CD2L
Q5JPI3,C3orf38
Q6ZVT6,C3orf67
Q8IY42,C4orf19
Q7Z6I8,C5orf24
Q5TEZ5,C6orf163
Q96LL4,C8orf48
Q6P1X6,C8orf82
Q5W0N0,C9orf57
Q5T6V5,C9orf64
Q5T8R8,C9orf66
Q9H9S4,CAB39L
Q9NZU7,CABP1
Q9NP86,CABP5
Q13698,CACNA1S
Q9BY67,CADM1
Q9UQM7,CAMK2A
Q13554,CAMK2B
Q13557,CAMK2D
O75155,CAND2
P40123,CAP2
Q14444,CAPRIN1
Q9BXY5,CAPS2
Q9Y2V2,CARHSP1
Q9HA77,CARS2
Q8WXE0,CASKIN2
P55210,CASP7
O14958,CASQ2
P56539,CAV3
O75081,CBFA2T3
Q13951,CBFB
Q9BRT8,CBWD1
Q8IUF1,CBWD2
Q5JTY5,CBWD3
Q5RIA9,CBWD5
Q4V339,CBWD6
P83916,CBX1
Q13185,CBX3
P45973,CBX5
Q8NEF3,CCDC112
Q96NT0,CCDC115
Q96CT7,CCDC124
Q6ZP82,CCDC141
Q17RM4,CCDC142
A2RUR9,CCDC144A
A6NI56,CCDC154
Q8N6L0,CCDC155
Q5M9N0,CCDC158
Q8IYT3,CCDC170
Q5BJE1,CCDC178
Q8IVM0,CCDC50
Q4VC31,CCDC58
Q96M83,CCDC7
Q6NSX1,CCDC70
Q9NUG4,CCM2L
P51959,CCNG1
Q8N7R7,CCNYL1
O14618,CCS
P78371,CCT2
P49368,CCT3
P50991,CCT4
P48643,CCT5
P40227,CCT6A
Q99832,CCT7
Q6YHK3,CD109
Q9HCU0,CD248
Q5ZPR3,CD276
P33681,CD80
Q9NPY3,CD93
Q5VT25,CDC42BPA
P55287,CDH11
P19022,CDH2
P22223,CDH3
P33151,CDH5
P55285,CDH6
P06493,CDK1
O14519,CDK2AP1
O75956,CDK2AP2
Q00526,CDK3
Q00534,CDK6
Q9BXF3,CECR2
Q9UNI1,CELA1
Q92879,CELF1
O95319,CELF2
Q9NSP4,CENPM
Q5SW79,CEP170
Q8NHQ1,CEP70
Q6P2H3,CEP85
Q49MI3,CERKL
Q12798,CETN1
P23528,CFL1
Q9Y281,CFL2
Q0VF96,CGNL1
Q9Y6H1,CHCHD2
Q9NX63,CHCHD3
Q9Y259,CHKB
Q9NZZ3,CHMP5
Q15825,CHRNA6
P30926,CHRNB4
Q7L1S5,CHST9
Q6FI81,CIAPIN1
Q14011,CIRBP
Q9NZ45,CISD1
Q99967,CITED2
Q07065,CKAP4
P06732,CKM
P17540,CKMT2
P61024,CKS1B
Q8N2M8,CLASRP
Q86T13,CLEC14A
O14967,CLGN
Q8NHS4,CLHC1
Q9Y696,CLIC4
Q9NZA1,CLIC5
Q96NY7,CLIC6
Q96DZ5,CLIP3
P54105,CLNS1A
Q7Z7K0,CMC1
Q8IZ96,CMTM1
P62633,CNBP
Q9NZN8,CNOT2
Q8N129,CNPY4
Q96F85,CNRIP1
Q9Y2R0,COA3
Q9NYJ1,COA4
Q5JTJ3,COA6
P12107,COL11A1
P39059,COL15A1
Q96P44,COL21A1
Q96A83,COL26A1
P02458,COL2A1
P20908,COL5A1
A8TX70,COL6A5
A6NMZ7,COL6A6
Q02388,COL7A1
P20849,COL9A1
Q14050,COL9A3
Q5KU26,COLEC12
Q8N668,COMMD1
Q86X83,COMMD2
Q9UBI1,COMMD3
Q9H0A8,COMMD4
Q7Z4G1,COMMD6
Q86VU5,COMTD1
Q9UBF2,COPG2
P61201,COPS2
Q9UNS2,COPS3
Q9BT78,COPS4
Q92905,COPS5
Q7L5N1,COPS6
Q99627,COPS8
P61923,COPZ1
Q9P299,COPZ2
Q9NZJ6,COQ3
Q9Y2Z9,COQ6
Q99807,COQ7
O75208,COQ9
Q9Y5Q5,CORIN
Q6QEF8,CORO6
Q9Y6N1,COX11
Q96I36,COX14
Q14061,COX17
Q5RI15,COX20
P13073,COX4I1
P20674,COX5A
P10606,COX5B
P12074,COX6A1
P14854,COX6B1
P09669,COX6C
P24310,COX7A1
P14406,COX7A2
Q8TF08,COX7B2
P15954,COX7C
P14384,CPM
Q99829,CPNE1
O75131,CPNE3
P36551,CPOX
P31327,CPS1
Q9UKF6,CPSF3
Q16630,CPSF6
Q92523,CPT1B
Q9H3G5,CPVL
Q8N436,CPXM2
P78560,CRADD
P43155,CRAT
Q92793,CREBBP
P50238,CRIP1
P52943,CRIP2
Q6Q6R5,CRIP3
Q14194,CRMP1
O75718,CRTAP
Q6UUV9,CRTC1
Q16526,CRY1
P02511,CRYAB
Q68DQ2,CRYBG3
O75390,CS
P55060,CSE1L
P0DML2,CSH1
P0DML3,CSH2
P48729,CSNK1A1
Q8N752,CSNK1A1L
Q9HCP0,CSNK1G1
P68400,CSNK2A1
Q8NEV1,CSNK2A3
P67870,CSNK2B
Q6UVK1,CSPG4
P50461,CSRP3
P35221,CTNNA1
Q9UI47,CTNNA3
P35222,CTNNB1
Q9NSA3,CTNNBIP1
Q8WYA6,CTNNBL1
O60716,CTNND1
Q9NRF8,CTPS2
Q9H467,CUEDC2
Q13619,CUL4A
Q93034,CUL5
Q14999,CUL7
Q8IWT3,CUL9
O60888,CUTA
P39880,CUX1
Q13948,CUX1
O14529,CUX2
Q96LI9,CXorf58
Q9H2H0,CXXC4
Q8WUJ1,CYB5D2
P00387,CYB5R3
P08574,CYC1
P99999,CYCS
Q8WWM9,CYGB
P11712,CYP2C9
Q9Y4D1,DAAM1
Q5VWQ8,DAB2IP
Q14118,DAG1
P51397,DAP
P51398,DAP3
Q6PI48,DARS2
Q96EP5,DAZAP1
Q16643,DBN1
Q96JQ0,DCHS1
Q6V1P9,DCHS2
Q9NPI6,DCP1A
Q96C86,DCPS
Q5T197,DCST1
P32321,DCTD
Q13561,DCTN2
Q9H773,DCTPP1
Q9BW61,DDA1
O95865,DDAH2
P30046,DDT
A6NHG4,DDTL
Q13838,DDX39B
O00571,DDX3X
O15523,DDX3Y
P17844,DDX5
Q16698,DECR1
Q30KQ9,DEFB110
P35659,DEK
Q5TB30,DEPDC1
P17661,DES
Q6ICB0,DESI1
Q96HY7,DHTKD1
O43143,DHX15
Q9NR28,DIABLO
O95057,DIRAS1
Q155Q3,DIXDC1
P10515,DLAT
P09622,DLD
Q8TDM6,DLG5
P36957,DLST
P56177,DLX1
P11532,DMD
Q9Y222,DMTF1
Q9P2D7,DNAH1
Q9NYC9,DNAH9
O60884,DNAJA2
Q8WW22,DNAJA4
Q7Z6W7,DNAJB7
Q8NHS0,DNAJB8
Q8IXB1,DNAJC10
Q9NVH1,DNAJC11
Q8WZ79,DNASE2B
O00429,DNM1L
Q9Y6K1,DNMT3A
Q14185,DOCK1
Q96HP0,DOCK6
Q6PKX4,DOK6
Q92785,DPF2
Q92784,DPF3
A6NC42,DPPA5
Q9C005,DPY30
Q01658,DR1
P14416,DRD2
Q14126,DSG2
P15924,DSP
P60981,DSTN
P23919,DTYMK
Q9NRD9,DUOX1
O95620,DUS4L
Q5VZP5,DUSP27
P51452,DUSP3
P33316,DUT
O14640,DVL1
O14641,DVL2
Q92997,DVL3
Q96IM9,DYDC2
Q9Y6G9,DYNC1LI1
Q8NCM8,DYNC2H1
Q9NP97,DYNLRB1
Q8TF09,DYNLRB2
P63172,DYNLT1
O43781,DYRK3
Q5JPH6,EARS2
Q6P2I7,EBLN2
P30084,ECHS1
P42126,ECI1
O94769,ECM2
O60869,EDF1
P20800,EDN2
P68104,EEF1A1
Q05639,EEF1A2
P29692,EEF1D
O43324,EEF1E1
P26641,EEF1G
P13639,EEF2
Q8N7B9,EFCAB3
A4FU69,EFCAB5
O95967,EFEMP2
Q8N7U6,EFHB
P52798,EFNA4
P98172,EFNB1
O43281,EFS
Q9NZN3,EHD3
Q9H223,EHD4
O60739,EIF1B
P41091,EIF2S3
O15371,EIF3D
O00303,EIF3F
Q9UBQ5,EIF3K
Q9Y262,EIF3L
Q7L2H7,EIF3M
P60842,EIF4A1
P38919,EIF4A3
P06730,EIF4E
A6NMX2,EIF4E1B
Q13542,EIF4EBP2
Q15056,EIF4H
P55010,EIF5
P63241,EIF5A
Q9GZV4,EIF5A2
Q6IS14,EIF5AL1
Q15717,ELAVL1
O00472,ELL2
Q96BJ8,ELMO3
Q8N766,EMC1
Q9NPA0,EMC7
Q96A84,EMID1
Q9BXX0,EMILIN2
Q14249,ENDOG
Q8N8Q3,ENDOV
P06733,ENO1
P09104,ENO2
P13929,ENO3
A6NNW6,ENO4
Q16206,ENOX2
O43768,ENSA
Q9NPA8,ENY2
P16452,EPB42
P29320,EPHA3
P54764,EPHA4
P54753,EPHB3
P54760,EPHB4
Q7L775,EPM2AIP1
O95208,EPN2
Q99645,EPYC
P04626,ERBB2
P84090,ERH
Q86X53,ERICH1
Q8TAM6,ERMN
Q96AP7,ESAM
P13804,ETFA
P38117,ETFB
Q16134,ETFDH
Q17RC7,EXOC3L4
Q9Y2D4,EXOC6B
Q01780,EXOSC10
Q99504,EYA3
P15311,EZR
Q6GMR7,FAAH2
P05413,FABP3
Q01469,FABP5
Q8N9I5,FADS6
Q6P587,FAHD1
Q9BYI3,FAM126A
Q9BZQ8,FAM129A
Q6UXB0,FAM131A
Q96C01,FAM136A
A5PLN7,FAM149A
Q96KS9,FAM167A
Q5VUB5,FAM171A1
Q96PV7,FAM193B
Q8TCP9,FAM200A
Q96ND0,FAM210A
Q8NA70,FAM47B
Q0P6D2,FAM69C
Q6ZTR7,FAM92B
Q96PS1,FANCD2OS
Q9Y4F1,FARP1
Q53R41,FASTKD1
Q14CZ7,FASTKD3
Q7L8L6,FASTKD5
Q14517,FAT1
Q8TDW7,FAT3
Q6V0I7,FAT4
Q9UBX5,FBLN5
P35556,FBN2
Q6PCT2,FBXL19
Q9UKA2,FBXL4
Q7Z6M2,FBXO33
Q8TF61,FBXO41
Q6X9E4,FBXW12
Q6BAA4,FCRLB
P14324,FDPS
P39748,FEN1
P05230,FGF1
P61328,FGF12
Q92915,FGF14
P07954,FH
B1AJZ9,FHAD1
Q14192,FHL2
Q9Y613,FHOD1
Q2V2M9,FHOD3
Q6QHK4,FIGLA
Q7Z7B0,FILIP1
Q9Y3D6,FIS1
Q8N6M3,FITM2
Q96AY3,FKBP10
P62942,FKBP1A
Q00688,FKBP3
Q9Y680,FKBP7
O95302,FKBP9
Q13045,FLII
Q14315,FLNC
O75955,FLOT1
Q14254,FLOT2
Q4VC44,FLYWCH1
Q5T0N5,FNBP1L
Q4ZHG4,FNDC1
P49356,FNTB
Q9NU39,FOXD4L1
Q9C009,FOXQ1
Q96CU9,FOXRED1
Q86XX4,FRAS1
Q5H8C1,FREM1
Q5SZK8,FREM2
Q5SYB0,FRMPD1
Q6ZNA5,FRRS1
Q16658,FSCN1
P35637,FUS
Q495W5,FUT11
Q10981,FUT2
P51114,FXR1
P51116,FXR2
O00168,FXYD1
Q9UP38,FZD1
Q14332,FZD2
O75084,FZD7
Q13283,G3BP1
Q9UN86,G3BP2
Q13480,GAB1
A8MPY1,GABRR3
Q8TAE8,GADD45GIP1
Q8NCW6,GALNT11
Q8IXK2,GALNT12
Q8N3T1,GALNT15
Q14353,GAMT
P04406,GAPDH
P22102,GART
Q92908,GATA6
Q04446,GBE1
O75600,GCAT
Q9NP62,GCM1
P23434,GCSH
Q8WXD5,GEMIN6
Q9NWZ8,GEMIN8
Q969S9,GFM2
O75223,GGCT
P01241,GH1
P01242,GH2
P10912,GHR
Q9UBU3,GHRL
Q9NU53,GINM1
Q14691,GINS1
Q9Y248,GINS2
P36382,GJA5
Q04760,GLO1
P35754,GLRX
O76003,GLRX3
P60983,GMFB
P30679,GNA15
P84996,GNAS
P63092,GNAS
O95467,GNAS
Q5JWF2,GNAS
P59768,GNG2
P63218,GNG5
O00461,GOLIM4
O14653,GOSR2
P17174,GOT1
P00505,GOT2
Q9NW75,GPATCH2
Q9Y625,GPC6
Q8N335,GPD1L
P06744,GPI
Q96SL4,GPX7
Q8TED1,GPX8
Q9UBQ7,GRHPR
Q12879,GRIN2A
Q14957,GRIN2C
P07492,GRP
Q12849,GRSF1
P15170,GSPT1
Q8IYD1,GSPT2
Q8NEC7,GSTCD
P28161,GSTM2
P30711,GSTT1
Q6ZYL4,GTF2H5
P78347,GTF2I
O00178,GTPBP1
Q8N442,GUF1
P13807,GYS1
P54840,GYS2
Q9BTM1,H2AFJ
Q71UI9,H2AFV
P16104,H2AFX
O75367,H2AFY
Q9P0M6,H2AFY2
P0C0S5,H2AFZ
P84243,H3F3A
Q6NXT2,H3F3C
P40939,HADHA
P55084,HADHB
P10915,HAPLN1
O14929,HAT1
P69905,HBA1
P02100,HBE1
P69891,HBG1
P69892,HBG2
P02008,HBZ
P53701,HCCS
Q92769,HDAC2
O15379,HDAC3
Q86WZ0,HEATR4
O95714,HERC2
Q96QV1,HHIP
C9JL84,HHLA1
Q9Y2N7,HIF3A
Q9Y241,HIGD1A
Q9BW72,HIGD2A
Q02539,HIST1H1A
P16401,HIST1H1B
P16403,HIST1H1C
P10412,HIST1H1E
P22492,HIST1H1T
Q96QV6,HIST1H2AA
P04908,HIST1H2AB
Q93077,HIST1H2AC
P20671,HIST1H2AD
P0C0S8,HIST1H2AG
Q96KK5,HIST1H2AH
Q99878,HIST1H2AJ
P33778,HIST1H2BB
P62807,HIST1H2BC
P58876,HIST1H2BD
Q93079,HIST1H2BH
P06899,HIST1H2BJ
O60814,HIST1H2BK
Q99880,HIST1H2BL
Q99879,HIST1H2BM
Q99877,HIST1H2BN
P23527,HIST1H2BO
P68431,HIST1H3A
P62805,HIST1H4A
Q99525,HIST1H4G
Q6FI13,HIST2H2AA3
Q8IUE6,HIST2H2AB
Q16777,HIST2H2AC
Q16778,HIST2H2BE
Q5QNW6,HIST2H2BF
Q71DI3,HIST2H3A
Q7L7L0,HIST3H2A
Q8N257,HIST3H2BB
Q16695,HIST3H3
P19367,HK1
P52789,HK2
P52790,HK3
P08397,HMBS
P09429,HMGB1
P26583,HMGB2
O15347,HMGB3
P05204,HMGN2
Q15651,HMGN3
O00479,HMGN4
Q13151,HNRNPA0
P09651,HNRNPA1
Q32P51,HNRNPA1L2
P22626,HNRNPA2B1
P51991,HNRNPA3
Q99729,HNRNPAB
Q14103,HNRNPD
P52597,HNRNPF
P31943,HNRNPH1
P55795,HNRNPH2
P61978,HNRNPK
P14866,HNRNPL
O43390,HNRNPR
Q00839,HNRNPU
P20719,HOXA5
P00492,HPRT1
P01112,HRAS
P23327,HRC
O75506,HSBP1
P14061,HSD17B1
Q99714,HSD17B10
Q3SXM5,HSDL1
Q6YN16,HSDL2
P08238,HSP90AB1
P0DMV8,HSPA1A
P0DMV9,HSPA1B
P34931,HSPA1L
P17066,HSPA6
P11142,HSPA8
P04792,HSPB1
Q16082,HSPB2
Q12988,HSPB3
Q9UBY9,HSPB7
Q9NZL4,HSPBP1
P10809,HSPD1
P50406,HTR6
Q9NSE4,IARS2
O60725,ICMT
P48735,IDH2
P50213,IDH3A
O43837,IDH3B
Q0D2I5,IFFO1
Q53G44,IFI44L
P01570,IFNA14
Q8IZI9,IFNL3
P78318,IGBP1
P08069,IGF1R
Q9NZI8,IGF2BP1
Q9Y6M1,IGF2BP2
O00425,IGF2BP3
P08833,IGFBP1
Q86VF2,IGFN1
Q8N9C0,IGSF22
Q9NSI5,IGSF5
Q70UQ0,IKBIP
Q96F46,IL17RA
Q8NEV9,IL27
Q12905,ILF2
Q16891,IMMT
P12268,IMPDH2
Q9H160,ING2
O15327,INPP4B
Q9ULD6,INTU
Q8NFU5,IPMK
Q9UI26,IPO11
O00410,IPO5
O95373,IPO7
Q96P70,IPO9
Q96CN7,ISOC1
Q96AB3,ISOC2
Q9NPH2,ISYNA1
P17301,ITGA2
P53708,ITGA8
Q13797,ITGA9
Q9UKP3,ITGB1BP2
P19823,ITIH2
Q9BY32,ITPA
P26440,IVD
Q96N16,JAKMIP1
P14923,JUP
O60229,KALRN
Q6NY19,KANK3
Q8NCM2,KCNH5
Q9NPI9,KCNJ16
Q92952,KCNN1
Q96CX2,KCTD12
Q68DU8,KCTD16
Q6ZWB6,KCTD8
Q6UW63,KDELC1
Q7Z4H8,KDELC2
P33947,KDELR2
O60341,KDM1A
O75164,KDM4A
Q8IV33,KIAA0825
P33176,KIF5B
Q96M94,KLHL15
Q9NXS3,KLHL28
Q9H511,KLHL31
O60662,KLHL41
Q8WZ60,KLHL6
Q9UBX7,KLK11
Q9P0G3,KLK14
Q9H2R5,KLK15
P52294,KPNA1
P52292,KPNA2
O00505,KPNA3
O00629,KPNA4
O60684,KPNA6
Q14974,KPNB1
P01116,KRAS
Q15323,KRT31
O76009,KRT33A
Q14525,KRT33B
O76011,KRT34
Q92764,KRT35
Q14533,KRT81
Q9NSB4,KRT82
P78385,KRT83
P78386,KRT85
O43790,KRT86
Q8IUC0,KRTAP13-1
Q52LG2,KRTAP13-2
Q9BYU5,KRTAP2-1
Q9BYT5,KRTAP2-2
P0C7H8,KRTAP2-3
Q9BYR9,KRTAP2-4
Q6PEX3,KRTAP26-1
Q9BYR5,KRTAP4-2
Q8IUC3,KRTAP7-1
Q86UP2,KTN1
Q96EM0,L3HYPDH
Q9Y468,L3MBTL1
Q8NA19,L3MBTL4
P24043,LAMA2
Q16787,LAMA3
Q16363,LAMA4
P07942,LAMB1
Q13751,LAMB3
Q13753,LAMC2
O43813,LANCL1
Q9P2J5,LARS
Q15031,LARS2
Q53QV2,LBH
P62502,LCN6
O75112,LDB3
P00338,LDHA
Q6ZMR3,LDHAL6A
Q9BYZ2,LDHAL6B
P07195,LDHB
Q86WU2,LDHD
Q5SZI1,LDLRAD2
Q6ZMV7,LEKR1
Q68G75,LEMD1
P17931,LGALS3
O00214,LGALS8
Q5TDP6,LGSN
Q9UGP4,LIMD1
P53671,LIMK2
Q9H0V9,LMAN2L
P20700,LMNB1
Q03252,LMNB2
Q8WWI1,LMO7
Q0VAK6,LMOD3
Q8N448,LNX2
Q6PJG9,LRFN4
O75197,LRP5
O75581,LRP6
P42704,LRPPRC
A6NIK2,LRRC10B
Q8TCA0,LRRC20
A6NJW4,LRRC3C
Q8N1G4,LRRC47
Q96CX6,LRRC58
Q05C16,LRRC63
Q8N4P6,LRRC71
Q32MZ4,LRRFIP1
P83369,LSM11
Q9Y333,LSM2
P62310,LSM3
Q9Y4Z0,LSM4
Q9Y4Y9,LSM5
Q9UK45,LSM7
Q9BS40,LXN
O75608,LYPLA1
Q9NU23,LYRM2
Q9BQ69,MACROD1
Q9UNF1,MAGED2
P61326,MAGOH
Q96A72,MAGOHB
Q92585,MAML1
Q9NTJ4,MAN2C1
P52564,MAP2K6
Q02779,MAP3K10
Q16584,MAP3K11
Q12852,MAP3K12
Q56UN5,MAP3K19
P80192,MAP3K9
P27816,MAP4
Q49MG5,MAP9
Q16539,MAPK14
Q8NDC0,MAPK1IP1L
Q16644,MAPKAPK3
O60336,MAPKBP1
Q15691,MAPRE1
Q969Z3,MARC2
Q9NX47,MARCH5
P29966,MARCKS
P49006,MARCKSL1
Q9BSK0,MARVELD1
O15021,MAST4
Q96GX5,MASTL
P21941,MATN1
O15232,MATN3
O95460,MATN4
P43243,MATR3
Q7Z434,MAVS
P02144,MB
P43121,MCAM
Q96RQ3,MCCC1
Q9HCC0,MCCC2
Q07820,MCL1
P49736,MCM2
P25205,MCM3
P33991,MCM4
P33992,MCM5
Q14566,MCM6
P33993,MCM7
Q9UJA3,MCM8
Q4G0Z9,MCMDC2
Q9ULC4,MCTS1
P40925,MDH1
P40926,MDH2
P21741,MDK
Q16626,MEA1
Q9Y3C7,MED31
Q02078,MEF2A
O75095,MEGF6
O00470,MEIS1
Q9Y316,MEMO1
P50222,MEOX2
Q12866,MERTK
P53582,METAP1
P50579,METAP2
Q9HCE5,METTL14
Q9H7H0,METTL17
Q9BUU2,METTL22
Q6P1Q9,METTL2B
Q5U5Q3,MEX3C
Q9Y4C4,MFHAS1
Q8IWA4,MFN1
O95140,MFN2
Q9UM21,MGAT4A
O14880,MGST3
Q96AX9,MIB2
Q7RTP6,MICAL3
Q6ZW33,MICALCL
Q99797,MIPEP
Q13064,MKRN3
O95822,MLYCD
Q495T6,MMEL1
P50281,MMP14
Q8N119,MMP21
Q9H8L6,MMRN2
Q7L9L4,MOB1B
Q9Y3A3,MOB4
O96007,MOCS2
O96033,MOCS2
Q96PD6,MOGAT1
Q9Y5U8,MPC1
P0DKB6,MPC1L
O95563,MPC2
Q99550,MPHOSPH9
Q15777,MPPED2
Q9UBG0,MRC2
Q9Y605,MRFAP1
Q96HT8,MRFAP1L1
Q9BV20,MRI1
A6NGR9,MROH6
Q9H579,MROH8
Q9BYD6,MRPL1
Q7Z7H8,MRPL10
Q9Y3B7,MRPL11
P52815,MRPL12
Q9BYD1,MRPL13
Q6P1L8,MRPL14
Q9P015,MRPL15
Q9NX20,MRPL16
Q9NRX2,MRPL17
Q9H0U6,MRPL18
P49406,MRPL19
Q5T653,MRPL2
Q9BYC9,MRPL20
Q7Z2W9,MRPL21
Q9NWU5,MRPL22
Q16540,MRPL23
Q9P0M9,MRPL27
Q13084,MRPL28
P09001,MRPL3
Q9BZE1,MRPL37
Q96DV4,MRPL38
Q9NYK5,MRPL39
Q9BYD3,MRPL4
Q9NQ50,MRPL40
Q8IXM3,MRPL41
Q8N983,MRPL43
Q9H9J2,MRPL44
Q9BRJ2,MRPL45
Q9HD33,MRPL47
Q96GC5,MRPL48
Q13405,MRPL49
Q96EL3,MRPL53
Q6P161,MRPL54
P82664,MRPS10
O15235,MRPS12
P82914,MRPS15
Q9Y3D3,MRPS16
Q9Y2R5,MRPS17
Q9NVS2,MRPS18A
Q9Y676,MRPS18B
Q9Y399,MRPS2
P82650,MRPS22
Q9Y3D9,MRPS23
P82663,MRPS25
Q9BYN8,MRPS26
Q92552,MRPS27
Q9Y2Q9,MRPS28
Q9NP92,MRPS30
Q92665,MRPS31
P82930,MRPS34
P82673,MRPS35
P82932,MRPS6
Q9Y2R9,MRPS7
P82933,MRPS9
Q96E11,MRRF
P43246,MSH2
Q9Y3D2,MSRB2
Q4VC12,MSS51
P13640,MT1G
P80297,MT1X
P02795,MT2A
Q13330,MTA1
Q9BTC8,MTA3
Q9NZJ7,MTCH1
Q9UDX5,MTFP1
Q9H019,MTFR1L
Q2M296,MTHFSD
P0CJ77,MTRNR2L10
P0CJ74,MTRNR2L7
Q5JR59,MTUS2
O75431,MTX2
Q8WXI7,MUC16
A6NDP7,MYADML2
P10243,MYBL1
Q14896,MYBPC3
P12882,MYH1
Q9UKX3,MYH13
Q9Y2K3,MYH15
Q9UKX2,MYH2
P11055,MYH3
Q9Y623,MYH4
P13533,MYH6
P12883,MYH7
A7E2Y1,MYH7B
P13535,MYH8
Q9BUA6,MYL10
P10916,MYL2
P08590,MYL3
P12829,MYL4
P60660,MYL6
Q01449,MYL7
