HPO Accession,HPO Term,Gene Symbol,Source,Source ID
HP:0001627,Abnormal heart morphology,MGAT2,mim2gene,OMIM:212066
HP:0001627,Abnormal heart morphology,DNAAF5,mim2gene,OMIM:614874
HP:0001627,Abnormal heart morphology,ND5,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,FCGR2A,mim2gene,OMIM:152700
HP:0001627,Abnormal heart morphology,NDUFAF1,mim2gene,OMIM:618234
HP:0001627,Abnormal heart morphology,RAD21,mim2gene,OMIM:614701
HP:0001627,Abnormal heart morphology,FLNB,mim2gene,OMIM:150250
HP:0001627,Abnormal heart morphology,CPE,mim2gene,OMIM:619326
HP:0001627,Abnormal heart morphology,FIG4,mim2gene,OMIM:216340
HP:0001627,Abnormal heart morphology,CKAP2L,mim2gene,OMIM:272440
HP:0001627,Abnormal heart morphology,TBX1,mim2gene,OMIM:187500
HP:0001627,Abnormal heart morphology,TNNC1,mim2gene,OMIM:613243
HP:0001627,Abnormal heart morphology,FMN2,mim2gene,OMIM:616193
HP:0001627,Abnormal heart morphology,RPL3L,mim2gene,OMIM:619371
HP:0001627,Abnormal heart morphology,ZNF462,mim2gene,OMIM:618619
HP:0001627,Abnormal heart morphology,DNAAF1,mim2gene,OMIM:613193
HP:0001627,Abnormal heart morphology,VCL,mim2gene,OMIM:611407
HP:0001627,Abnormal heart morphology,ACTC1,mim2gene,OMIM:612098
HP:0001627,Abnormal heart morphology,TNNI3,mim2gene,OMIM:115210
HP:0001627,Abnormal heart morphology,FBN2,mim2gene,OMIM:121050
HP:0001627,Abnormal heart morphology,TNNT2,mim2gene,OMIM:601494
HP:0001627,Abnormal heart morphology,NUP107,mim2gene,OMIM:616730
HP:0001627,Abnormal heart morphology,TNNT2,mim2gene,OMIM:115195
HP:0001627,Abnormal heart morphology,MYH6,mim2gene,OMIM:613252
HP:0001627,Abnormal heart morphology,NONO,mim2gene,OMIM:300967
HP:0001627,Abnormal heart morphology,IDS,mim2gene,OMIM:309900
HP:0001627,Abnormal heart morphology,TMEM218,mim2gene,OMIM:619562
HP:0001627,Abnormal heart morphology,HIBCH,mim2gene,OMIM:250620
HP:0001627,Abnormal heart morphology,RYR2,mim2gene,OMIM:115000
HP:0001627,Abnormal heart morphology,DYNC2I1,mim2gene,OMIM:615503
HP:0001627,Abnormal heart morphology,POMT1,mim2gene,OMIM:613155
HP:0001627,Abnormal heart morphology,SUPT16H,mim2gene,OMIM:619480
HP:0001627,Abnormal heart morphology,SRP54,mim2gene,OMIM:260400
HP:0001627,Abnormal heart morphology,KLF1,mim2gene,OMIM:613673
HP:0001627,Abnormal heart morphology,MAP3K7,mim2gene,OMIM:617137
HP:0001627,Abnormal heart morphology,XYLT2,mim2gene,OMIM:264800
HP:0001627,Abnormal heart morphology,HGSNAT,mim2gene,OMIM:252930
HP:0001627,Abnormal heart morphology,TAB2,mim2gene,OMIM:614980
HP:0001627,Abnormal heart morphology,COL3A1,mim2gene,OMIM:130050
HP:0001627,Abnormal heart morphology,UBR1,mim2gene,OMIM:243800
HP:0001627,Abnormal heart morphology,NOTCH1,mim2gene,OMIM:616028
HP:0001627,Abnormal heart morphology,MAPK1,mim2gene,OMIM:619087
HP:0001627,Abnormal heart morphology,LTBP4,mim2gene,OMIM:613177
HP:0001627,Abnormal heart morphology,MASP1,mim2gene,OMIM:257920
HP:0001627,Abnormal heart morphology,WT1,mim2gene,OMIM:608978
HP:0001627,Abnormal heart morphology,DSC2,mim2gene,OMIM:610476
HP:0001627,Abnormal heart morphology,SPOP,mim2gene,OMIM:618829
HP:0001627,Abnormal heart morphology,TP63,mim2gene,OMIM:106260
HP:0001627,Abnormal heart morphology,MNS1,mim2gene,OMIM:618948
HP:0001627,Abnormal heart morphology,SIX6,mim2gene,OMIM:206900
HP:0001627,Abnormal heart morphology,ZNF469,mim2gene,OMIM:229200
HP:0001627,Abnormal heart morphology,TWNK,mim2gene,OMIM:607459
HP:0001627,Abnormal heart morphology,HSD17B10,mim2gene,OMIM:300438
HP:0001627,Abnormal heart morphology,FRAS1,mim2gene,OMIM:219000
HP:0001627,Abnormal heart morphology,KAT6A,mim2gene,OMIM:616268
HP:0001627,Abnormal heart morphology,CDC42,mim2gene,OMIM:616737
HP:0001627,Abnormal heart morphology,KDM5B,mim2gene,OMIM:618109
HP:0001627,Abnormal heart morphology,SOX2,mim2gene,OMIM:206900
HP:0001627,Abnormal heart morphology,ELN,mim2gene,OMIM:194050
HP:0001627,Abnormal heart morphology,MYH6,mim2gene,OMIM:192600
HP:0001627,Abnormal heart morphology,COX1,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,SELENON,mim2gene,OMIM:255310
HP:0001627,Abnormal heart morphology,COL3A1,mim2gene,OMIM:618343
HP:0001627,Abnormal heart morphology,FGFR2,mim2gene,OMIM:101200
HP:0001627,Abnormal heart morphology,ATP5F1D,mim2gene,OMIM:618120
HP:0001627,Abnormal heart morphology,CDK8,mim2gene,OMIM:618748
HP:0001627,Abnormal heart morphology,LARS2,mim2gene,OMIM:617021
HP:0001627,Abnormal heart morphology,SGCA,mim2gene,OMIM:608099
HP:0001627,Abnormal heart morphology,KAT6B,mim2gene,OMIM:603736
HP:0001627,Abnormal heart morphology,MYL3,mim2gene,OMIM:608751
HP:0001627,Abnormal heart morphology,KDM6A,mim2gene,OMIM:147920
HP:0001627,Abnormal heart morphology,UBR7,mim2gene,OMIM:619189
HP:0001627,Abnormal heart morphology,COA5,mim2gene,OMIM:616500
HP:0001627,Abnormal heart morphology,TRMT10C,mim2gene,OMIM:616974
HP:0001627,Abnormal heart morphology,GJA1,mim2gene,OMIM:600309
HP:0001627,Abnormal heart morphology,NSD2,mim2gene,OMIM:194190
HP:0001627,Abnormal heart morphology,TBX1,mim2gene,OMIM:192430
HP:0001627,Abnormal heart morphology,COX3,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,PIK3CA,mim2gene,OMIM:602501
HP:0001627,Abnormal heart morphology,KIF3B,mim2gene,OMIM:618955
HP:0001627,Abnormal heart morphology,FXN,mim2gene,OMIM:229300
HP:0001627,Abnormal heart morphology,MRPL44,mim2gene,OMIM:615395
HP:0001627,Abnormal heart morphology,FLNC,mim2gene,OMIM:614065
HP:0001627,Abnormal heart morphology,NAA10,mim2gene,OMIM:309800
HP:0001627,Abnormal heart morphology,TNNI3,mim2gene,OMIM:613690
HP:0001627,Abnormal heart morphology,RPL26,mim2gene,OMIM:614900
HP:0001627,Abnormal heart morphology,PTPN14,mim2gene,OMIM:613611
HP:0001627,Abnormal heart morphology,ZIC3,mim2gene,OMIM:306955
HP:0001627,Abnormal heart morphology,PRKACA,mim2gene,OMIM:619142
HP:0001627,Abnormal heart morphology,TRAF7,mim2gene,OMIM:618164
HP:0001627,Abnormal heart morphology,CTLA4,mim2gene,OMIM:152700
HP:0001627,Abnormal heart morphology,GJA1,mim2gene,OMIM:241550
HP:0001627,Abnormal heart morphology,MYOT,mim2gene,OMIM:609200
HP:0001627,Abnormal heart morphology,RAB3GAP2,mim2gene,OMIM:212720
HP:0001627,Abnormal heart morphology,COX7B,mim2gene,OMIM:300887
HP:0001627,Abnormal heart morphology,MICOS13,mim2gene,OMIM:618329
HP:0001627,Abnormal heart morphology,FKTN,mim2gene,OMIM:253800
HP:0001627,Abnormal heart morphology,PIEZO1,mim2gene,OMIM:616843
HP:0001627,Abnormal heart morphology,AEBP1,mim2gene,OMIM:618000
HP:0001627,Abnormal heart morphology,PRR12,mim2gene,OMIM:619539
HP:0001627,Abnormal heart morphology,KDM3B,mim2gene,OMIM:618846
HP:0001627,Abnormal heart morphology,LDB3,mim2gene,OMIM:609452
HP:0001627,Abnormal heart morphology,YARS1,mim2gene,OMIM:619418
HP:0001627,Abnormal heart morphology,IFT172,mim2gene,OMIM:615630
HP:0001627,Abnormal heart morphology,AIP,mim2gene,OMIM:102200
HP:0001627,Abnormal heart morphology,ANKS6,mim2gene,OMIM:615382
HP:0001627,Abnormal heart morphology,NUP107,mim2gene,OMIM:618348
HP:0001627,Abnormal heart morphology,EDNRA,mim2gene,OMIM:616367
HP:0001627,Abnormal heart morphology,CRELD1,mim2gene,OMIM:606217
HP:0001627,Abnormal heart morphology,ABCC6,mim2gene,OMIM:264800
HP:0001627,Abnormal heart morphology,RAB23,mim2gene,OMIM:201000
HP:0001627,Abnormal heart morphology,ACADS,mim2gene,OMIM:201470
HP:0001627,Abnormal heart morphology,PEX7,mim2gene,OMIM:266500
HP:0001627,Abnormal heart morphology,TMEM126B,mim2gene,OMIM:618250
HP:0001627,Abnormal heart morphology,EVC2,mim2gene,OMIM:225500
HP:0001627,Abnormal heart morphology,TMEM70,mim2gene,OMIM:614052
HP:0001627,Abnormal heart morphology,NEXN,mim2gene,OMIM:613876
HP:0001627,Abnormal heart morphology,PIEZO2,mim2gene,OMIM:248700
HP:0001627,Abnormal heart morphology,NEK9,mim2gene,OMIM:614262
HP:0001627,Abnormal heart morphology,MTX2,mim2gene,OMIM:619127
HP:0001627,Abnormal heart morphology,DYNC2LI1,mim2gene,OMIM:617088
HP:0001627,Abnormal heart morphology,TBX1,mim2gene,OMIM:188400
HP:0001627,Abnormal heart morphology,AHCY,mim2gene,OMIM:613752
HP:0001627,Abnormal heart morphology,ECE1,mim2gene,OMIM:613870
HP:0001627,Abnormal heart morphology,VWF,mim2gene,OMIM:193400
HP:0001627,Abnormal heart morphology,FGF13,mim2gene,OMIM:301058
HP:0001627,Abnormal heart morphology,TBC1D24,mim2gene,OMIM:220500
HP:0001627,Abnormal heart morphology,CENPE,mim2gene,OMIM:616051
HP:0001627,Abnormal heart morphology,SDHA,mim2gene,OMIM:252011
HP:0001627,Abnormal heart morphology,ACTA1,mim2gene,OMIM:255310
HP:0001627,Abnormal heart morphology,ZNF148,mim2gene,OMIM:617260
HP:0001627,Abnormal heart morphology,FANCI,mim2gene,OMIM:609053
HP:0001627,Abnormal heart morphology,NDUFB10,mim2gene,OMIM:619003
HP:0001627,Abnormal heart morphology,ARL2BP,mim2gene,OMIM:615434
HP:0001627,Abnormal heart morphology,LZTR1,mim2gene,OMIM:605275
HP:0001627,Abnormal heart morphology,NKX2-5,mim2gene,OMIM:217095
HP:0001627,Abnormal heart morphology,NSMCE2,mim2gene,OMIM:617253
HP:0001627,Abnormal heart morphology,PNPLA2,mim2gene,OMIM:610717
HP:0001627,Abnormal heart morphology,TKT,mim2gene,OMIM:617044
HP:0001627,Abnormal heart morphology,SALL4,mim2gene,OMIM:607323
HP:0001627,Abnormal heart morphology,CCBE1,mim2gene,OMIM:235510
HP:0001627,Abnormal heart morphology,ECHS1,mim2gene,OMIM:616277
HP:0001627,Abnormal heart morphology,GPX4,mim2gene,OMIM:250220
HP:0001627,Abnormal heart morphology,CPT2,mim2gene,OMIM:608836
HP:0001627,Abnormal heart morphology,GJA5,mim2gene,OMIM:108770
HP:0001627,Abnormal heart morphology,NDUFS4,mim2gene,OMIM:252010
HP:0001627,Abnormal heart morphology,CCDC22,mim2gene,OMIM:300963
HP:0001627,Abnormal heart morphology,FKTN,mim2gene,OMIM:611615
HP:0001627,Abnormal heart morphology,ALG8,mim2gene,OMIM:608104
HP:0001627,Abnormal heart morphology,NDUFB11,mim2gene,OMIM:309801
HP:0001627,Abnormal heart morphology,COX15,mim2gene,OMIM:615119
HP:0001627,Abnormal heart morphology,IPO8,mim2gene,OMIM:619472
HP:0001627,Abnormal heart morphology,FBN1,mim2gene,OMIM:154700
HP:0001627,Abnormal heart morphology,KAT5,mim2gene,OMIM:619103
HP:0001627,Abnormal heart morphology,NDUFAF4,mim2gene,OMIM:618237
HP:0001627,Abnormal heart morphology,VPS35L,mim2gene,OMIM:619135
HP:0001627,Abnormal heart morphology,SOX9,mim2gene,OMIM:114290
HP:0001627,Abnormal heart morphology,SLC25A3,mim2gene,OMIM:610773
HP:0001627,Abnormal heart morphology,NRAS,mim2gene,OMIM:613224
HP:0001627,Abnormal heart morphology,SMAD4,mim2gene,OMIM:175050
HP:0001627,Abnormal heart morphology,BOLA3,mim2gene,OMIM:614299
HP:0001627,Abnormal heart morphology,TRNV,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,ABCC6,mim2gene,OMIM:177850
HP:0001627,Abnormal heart morphology,TPM1,mim2gene,OMIM:115196
HP:0001627,Abnormal heart morphology,LIMS2,mim2gene,OMIM:616827
HP:0001627,Abnormal heart morphology,XYLT1,mim2gene,OMIM:264800
HP:0001627,Abnormal heart morphology,OPA1,mim2gene,OMIM:616896
HP:0001627,Abnormal heart morphology,SMC1A,mim2gene,OMIM:301044
HP:0001627,Abnormal heart morphology,TAF2,mim2gene,OMIM:615599
HP:0001627,Abnormal heart morphology,NAGLU,mim2gene,OMIM:252920
HP:0001627,Abnormal heart morphology,FUT8,mim2gene,OMIM:618005
HP:0001627,Abnormal heart morphology,RECQL4,mim2gene,OMIM:218600
HP:0001627,Abnormal heart morphology,WDR35,mim2gene,OMIM:613610
HP:0001627,Abnormal heart morphology,SREBF1,mim2gene,OMIM:158310
HP:0001627,Abnormal heart morphology,FOXC1,mim2gene,OMIM:602482
HP:0001627,Abnormal heart morphology,ARID1A,mim2gene,OMIM:614607
HP:0001627,Abnormal heart morphology,CUL3,mim2gene,OMIM:619239
HP:0001627,Abnormal heart morphology,KIAA0586,mim2gene,OMIM:616546
HP:0001627,Abnormal heart morphology,VPS33A,mim2gene,OMIM:617303
HP:0001627,Abnormal heart morphology,SLC6A6,mim2gene,OMIM:145350
HP:0001627,Abnormal heart morphology,SHANK3,mim2gene,OMIM:606232
HP:0001627,Abnormal heart morphology,SGCB,mim2gene,OMIM:604286
HP:0001627,Abnormal heart morphology,SMC1A,mim2gene,OMIM:300590
HP:0001627,Abnormal heart morphology,RYR2,mim2gene,OMIM:604772
HP:0001627,Abnormal heart morphology,FGFR1,mim2gene,OMIM:613001
HP:0001627,Abnormal heart morphology,FHL1,mim2gene,OMIM:300280
HP:0001627,Abnormal heart morphology,DNASE1,mim2gene,OMIM:152700
HP:0001627,Abnormal heart morphology,MED12,mim2gene,OMIM:305450
HP:0001627,Abnormal heart morphology,MYH7,mim2gene,OMIM:255160
HP:0001627,Abnormal heart morphology,COQ7,mim2gene,OMIM:616733
HP:0001627,Abnormal heart morphology,METTL5,mim2gene,OMIM:618665
HP:0001627,Abnormal heart morphology,NOTCH2,mim2gene,OMIM:610205
HP:0001627,Abnormal heart morphology,SGCG,mim2gene,OMIM:253700
HP:0001627,Abnormal heart morphology,ODAD4,mim2gene,OMIM:617092
HP:0001627,Abnormal heart morphology,RPL5,mim2gene,OMIM:612561
HP:0001627,Abnormal heart morphology,CACNA1C,mim2gene,OMIM:601005
HP:0001627,Abnormal heart morphology,PGM1,mim2gene,OMIM:614921
HP:0001627,Abnormal heart morphology,TET3,mim2gene,OMIM:618798
HP:0001627,Abnormal heart morphology,PEX16,mim2gene,OMIM:614876
HP:0001627,Abnormal heart morphology,B3GALT6,mim2gene,OMIM:271640
HP:0001627,Abnormal heart morphology,MYMK,mim2gene,OMIM:254940
HP:0001627,Abnormal heart morphology,NPR3,mim2gene,OMIM:619543
HP:0001627,Abnormal heart morphology,RPS26,mim2gene,OMIM:613309
HP:0001627,Abnormal heart morphology,FBN1,mim2gene,OMIM:604308
HP:0001627,Abnormal heart morphology,CDC45,mim2gene,OMIM:617063
HP:0001627,Abnormal heart morphology,ATAD3A,mim2gene,OMIM:618810
HP:0001627,Abnormal heart morphology,TXNL4A,mim2gene,OMIM:608572
HP:0001627,Abnormal heart morphology,XYLT2,mim2gene,OMIM:605822
HP:0001627,Abnormal heart morphology,GNB2,mim2gene,OMIM:619503
HP:0001627,Abnormal heart morphology,SLC37A4,mim2gene,OMIM:619525
HP:0001627,Abnormal heart morphology,BCOR,mim2gene,OMIM:309800
HP:0001627,Abnormal heart morphology,NPHP3,mim2gene,OMIM:208540
HP:0001627,Abnormal heart morphology,FHL1,mim2gene,OMIM:300696
HP:0001627,Abnormal heart morphology,POLG,mim2gene,OMIM:258450
HP:0001627,Abnormal heart morphology,SMARCB1,mim2gene,OMIM:614608
HP:0001627,Abnormal heart morphology,FGFRL1,mim2gene,OMIM:194190
HP:0001627,Abnormal heart morphology,RPL27,mim2gene,OMIM:617408
HP:0001627,Abnormal heart morphology,DNAH9,mim2gene,OMIM:618300
HP:0001627,Abnormal heart morphology,SPECC1L,mim2gene,OMIM:145410
HP:0001627,Abnormal heart morphology,FBXL4,mim2gene,OMIM:615471
HP:0001627,Abnormal heart morphology,NPPA,mim2gene,OMIM:615745
HP:0001627,Abnormal heart morphology,MAP2K2,mim2gene,OMIM:615280
HP:0001627,Abnormal heart morphology,SOX6,mim2gene,OMIM:618971
HP:0001627,Abnormal heart morphology,SCO1,mim2gene,OMIM:619048
HP:0001627,Abnormal heart morphology,JPH2,mim2gene,OMIM:619492
HP:0001627,Abnormal heart morphology,SOS2,mim2gene,OMIM:616559
HP:0001627,Abnormal heart morphology,TRNQ,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,PPP1R21,mim2gene,OMIM:619383
HP:0001627,Abnormal heart morphology,ZEB2,mim2gene,OMIM:235730
HP:0001627,Abnormal heart morphology,GSN,mim2gene,OMIM:105120
HP:0001627,Abnormal heart morphology,LZTFL1,mim2gene,OMIM:615994
HP:0001627,Abnormal heart morphology,FCGR2A,mim2gene,OMIM:219700
HP:0001627,Abnormal heart morphology,UQCRFS1,mim2gene,OMIM:618775
HP:0001627,Abnormal heart morphology,GATA6,mim2gene,OMIM:600001
HP:0001627,Abnormal heart morphology,SALL4,mim2gene,OMIM:147750
HP:0001627,Abnormal heart morphology,GATA4,mim2gene,OMIM:607941
HP:0001627,Abnormal heart morphology,GPC3,mim2gene,OMIM:312870
HP:0001627,Abnormal heart morphology,COX7B,mim2gene,OMIM:309801
HP:0001627,Abnormal heart morphology,FAH,mim2gene,OMIM:276700
HP:0001627,Abnormal heart morphology,YARS2,mim2gene,OMIM:613561
HP:0001627,Abnormal heart morphology,DES,mim2gene,OMIM:601419
HP:0001627,Abnormal heart morphology,SLC25A4,mim2gene,OMIM:617184
HP:0001627,Abnormal heart morphology,EYA4,mim2gene,OMIM:605362
HP:0001627,Abnormal heart morphology,CDH2,mim2gene,OMIM:618929
HP:0001627,Abnormal heart morphology,SOS1,mim2gene,OMIM:610733
HP:0001627,Abnormal heart morphology,PSEN2,mim2gene,OMIM:613697
HP:0001627,Abnormal heart morphology,PEX7,mim2gene,OMIM:614879
HP:0001627,Abnormal heart morphology,NR2F2,mim2gene,OMIM:618901
HP:0001627,Abnormal heart morphology,ZIC3,mim2gene,OMIM:314390
HP:0001627,Abnormal heart morphology,RAD51C,mim2gene,OMIM:613390
HP:0001627,Abnormal heart morphology,TRIP4,mim2gene,OMIM:616866
HP:0001627,Abnormal heart morphology,H19-ICR,mim2gene,OMIM:130650
HP:0001627,Abnormal heart morphology,TSC1,mim2gene,OMIM:191100
HP:0001627,Abnormal heart morphology,NADSYN1,mim2gene,OMIM:618845
HP:0001627,Abnormal heart morphology,DEF6,mim2gene,OMIM:619573
HP:0001627,Abnormal heart morphology,ADK,mim2gene,OMIM:614300
HP:0001627,Abnormal heart morphology,EHMT1,mim2gene,OMIM:610253
HP:0001627,Abnormal heart morphology,SCUBE3,mim2gene,OMIM:619184
HP:0001627,Abnormal heart morphology,TPM1,mim2gene,OMIM:611878
HP:0001627,Abnormal heart morphology,GATA6,mim2gene,OMIM:614474
HP:0001627,Abnormal heart morphology,COQ9,mim2gene,OMIM:614654
HP:0001627,Abnormal heart morphology,GLI3,mim2gene,OMIM:175700
HP:0001627,Abnormal heart morphology,RARB,mim2gene,OMIM:615524
HP:0001627,Abnormal heart morphology,SDHD,mim2gene,OMIM:619167
HP:0001627,Abnormal heart morphology,MED13L,mim2gene,OMIM:616789
HP:0001627,Abnormal heart morphology,TGFB3,mim2gene,OMIM:107970
HP:0001627,Abnormal heart morphology,HAMP,mim2gene,OMIM:613313
HP:0001627,Abnormal heart morphology,CHRNA1,mim2gene,OMIM:253290
HP:0001627,Abnormal heart morphology,TBX2,mim2gene,OMIM:618223
HP:0001627,Abnormal heart morphology,NXN,mim2gene,OMIM:618529
HP:0001627,Abnormal heart morphology,CEP57,mim2gene,OMIM:614114
HP:0001627,Abnormal heart morphology,RAI1,mim2gene,OMIM:182290
HP:0001627,Abnormal heart morphology,ITPA,mim2gene,OMIM:616647
HP:0001627,Abnormal heart morphology,DNAAF6,mim2gene,OMIM:300991
HP:0001627,Abnormal heart morphology,WNT4,mim2gene,OMIM:611812
HP:0001627,Abnormal heart morphology,NIPBL,mim2gene,OMIM:122470
HP:0001627,Abnormal heart morphology,CD96,mim2gene,OMIM:211750
HP:0001627,Abnormal heart morphology,RMND1,mim2gene,OMIM:614922
HP:0001627,Abnormal heart morphology,JAG1,mim2gene,OMIM:617992
HP:0001627,Abnormal heart morphology,IFT81,mim2gene,OMIM:617895
HP:0001627,Abnormal heart morphology,TMEM94,mim2gene,OMIM:618316
HP:0001627,Abnormal heart morphology,POLA1,mim2gene,OMIM:301030
HP:0001627,Abnormal heart morphology,CARS1,mim2gene,OMIM:618891
HP:0001627,Abnormal heart morphology,PTCH2,mim2gene,OMIM:109400
