HPO Accession,HPO Term,Gene Symbol
HP:0001629,Ventricular septal defect,ASXL1
HP:0001629,Ventricular septal defect,CREBBP
HP:0001629,Ventricular septal defect,GPC3
HP:0001629,Ventricular septal defect,SHOC2
HP:0001629,Ventricular septal defect,TMEM260
HP:0001629,Ventricular septal defect,ABL1
HP:0001629,Ventricular septal defect,COLEC10
HP:0001629,Ventricular septal defect,TRAF7
HP:0001629,Ventricular septal defect,HNRNPK
HP:0001629,Ventricular septal defect,MYOCD
HP:0001629,Ventricular septal defect,MYRF
HP:0001629,Ventricular septal defect,SOX2
HP:0001631,Atrial septal defect,ATIC
HP:0001631,Atrial septal defect,ESCO2
HP:0001631,Atrial septal defect,SMARCB1
HP:0001631,Atrial septal defect,HCCS
HP:0001631,Atrial septal defect,FBN2
HP:0001631,Atrial septal defect,BRAF
HP:0001631,Atrial septal defect,CCBE1
HP:0001631,Atrial septal defect,RNU4ATAC
HP:0001631,Atrial septal defect,TBX5
HP:0001631,Atrial septal defect,SMARCA4
HP:0001631,Atrial septal defect,CHST14
HP:0001631,Atrial septal defect,NSD1
HP:0001631,Atrial septal defect,KAT6B
HP:0001631,Atrial septal defect,CEP57
HP:0001631,Atrial septal defect,AKT3
HP:0001631,Atrial septal defect,TGFBR1
HP:0001631,Atrial septal defect,CCND2
HP:0001631,Atrial septal defect,ARHGAP31
HP:0001631,Atrial septal defect,TXNL4A
HP:0001631,Atrial septal defect,ZEB2
HP:0001631,Atrial septal defect,RAF1
HP:0001631,Atrial septal defect,PTPN11
HP:0001631,Atrial septal defect,BBS2
HP:0001631,Atrial septal defect,CREBBP
HP:0001631,Atrial septal defect,RAB23
HP:0001631,Atrial septal defect,FKTN
HP:0001631,Atrial septal defect,CHD7
HP:0001631,Atrial septal defect,DHCR7
HP:0001631,Atrial septal defect,PIGN
HP:0001631,Atrial septal defect,MEGF8
HP:0001631,Atrial septal defect,STRA6
HP:0001631,Atrial septal defect,GPC6
HP:0001631,Atrial septal defect,KRAS
HP:0001631,Atrial septal defect,HRAS
HP:0001631,Atrial septal defect,KMT2D
HP:0001631,Atrial septal defect,UBR1
HP:0001631,Atrial septal defect,ASXL1
HP:0001631,Atrial septal defect,PIK3R2
HP:0001631,Atrial septal defect,SHOC2
HP:0001631,Atrial septal defect,XYLT2
HP:0001631,Atrial septal defect,GPX4
HP:0001631,Atrial septal defect,H1-4
HP:0001631,Atrial septal defect,ABL1
HP:0001631,Atrial septal defect,PQBP1
HP:0001631,Atrial septal defect,SMARCA2
HP:0001631,Atrial septal defect,CEP290
HP:0001631,Atrial septal defect,MED12
HP:0001631,Atrial septal defect,PIGO
HP:0001631,Atrial septal defect,AMER1
HP:0001631,Atrial septal defect,KDM6A
HP:0001631,Atrial septal defect,SMARCE1
HP:0001631,Atrial septal defect,IRX5
HP:0001631,Atrial septal defect,KANSL1
HP:0001631,Atrial septal defect,TMCO1
HP:0001631,Atrial septal defect,FGFR2
HP:0001631,Atrial septal defect,NR2F2
HP:0001631,Atrial septal defect,FLNB
HP:0001631,Atrial septal defect,TLL1
HP:0001631,Atrial septal defect,COX7B
HP:0001631,Atrial septal defect,LZTR1
HP:0001631,Atrial septal defect,RBM8A
HP:0001631,Atrial septal defect,ABCD4
HP:0001631,Atrial septal defect,EFTUD2
HP:0001631,Atrial septal defect,HRAS
HP:0001631,Atrial septal defect,GATA4
HP:0001631,Atrial septal defect,HNRNPK
HP:0001631,Atrial septal defect,FOXC1
HP:0001631,Atrial septal defect,UMPS
HP:0001631,Atrial septal defect,MAP2K1
HP:0001631,Atrial septal defect,PIGA
HP:0001631,Atrial septal defect,LMNA
HP:0001631,Atrial septal defect,NAA10
HP:0001631,Atrial septal defect,ARID1A
HP:0001631,Atrial septal defect,EVC2
HP:0001631,Atrial septal defect,TRAF7
HP:0001631,Atrial septal defect,B3GALT6
HP:0001631,Atrial septal defect,SETBP1
HP:0001631,Atrial septal defect,SRCAP
HP:0001631,Atrial septal defect,EVC
HP:0001631,Atrial septal defect,BCOR
HP:0001631,Atrial septal defect,MAP2K2
HP:0001636,Tetralogy of Fallot,PIGL
HP:0001636,Tetralogy of Fallot,ZFPM2
HP:0001636,Tetralogy of Fallot,RNU4ATAC
HP:0001636,Tetralogy of Fallot,GATA6
HP:0001636,Tetralogy of Fallot,ARID1A
HP:0001636,Tetralogy of Fallot,NKX2-5
HP:0001636,Tetralogy of Fallot,COX7B
HP:0001636,Tetralogy of Fallot,ALX3
HP:0001636,Tetralogy of Fallot,TTC37
HP:0001636,Tetralogy of Fallot,RBM8A
HP:0001636,Tetralogy of Fallot,GDF1
HP:0001636,Tetralogy of Fallot,HIBCH
HP:0001636,Tetralogy of Fallot,FOXC2
HP:0001636,Tetralogy of Fallot,RAB23
HP:0001636,Tetralogy of Fallot,SF3B4
HP:0001636,Tetralogy of Fallot,CHD7
HP:0001636,Tetralogy of Fallot,MEGF8
HP:0001636,Tetralogy of Fallot,FIG4
HP:0001636,Tetralogy of Fallot,SMARCA2
HP:0001636,Tetralogy of Fallot,SMARCB1
HP:0001636,Tetralogy of Fallot,DDX11
HP:0001636,Tetralogy of Fallot,SMARCE1
HP:0001636,Tetralogy of Fallot,STRA6
HP:0001636,Tetralogy of Fallot,ARHGAP31
HP:0001636,Tetralogy of Fallot,SMARCA4
HP:0001636,Tetralogy of Fallot,ALX1
HP:0001636,Tetralogy of Fallot,PQBP1
HP:0001636,Tetralogy of Fallot,SALL1
HP:0001636,Tetralogy of Fallot,NKX2-5
HP:0001636,Tetralogy of Fallot,TBX1
HP:0001646,Abnormal aortic valve morphology,XYLT2
HP:0001647,Bicuspid aortic valve,SNIP1
HP:0001647,Bicuspid aortic valve,TGFB2
HP:0001647,Bicuspid aortic valve,TGFBR1
HP:0001647,Bicuspid aortic valve,BBS2
HP:0001647,Bicuspid aortic valve,NOTCH1
HP:0001647,Bicuspid aortic valve,B3GALT6
HP:0001647,Bicuspid aortic valve,ABCC9
HP:0001647,Bicuspid aortic valve,KANSL1
HP:0001647,Bicuspid aortic valve,IFT122
HP:0001647,Bicuspid aortic valve,ACTB
HP:0001647,Bicuspid aortic valve,FBN2
HP:0001651,Dextrocardia,MMP21
HP:0001654,Abnormal heart valve morphology,GLB1
HP:0001654,Abnormal heart valve morphology,IDS
HP:0001654,Abnormal heart valve morphology,ARSB
HP:0001654,Abnormal heart valve morphology,GUSB
HP:0001654,Abnormal heart valve morphology,GALNS
HP:0001655,Patent foramen ovale,PHGDH
HP:0001655,Patent foramen ovale,COL11A1
HP:0001655,Patent foramen ovale,TBX20
HP:0001655,Patent foramen ovale,GATA6
HP:0001655,Patent foramen ovale,PSPH
HP:0001669,Transposition of the great arteries,PSPH
HP:0001669,Transposition of the great arteries,RAB23
HP:0001669,Transposition of the great arteries,FKTN
HP:0001669,Transposition of the great arteries,MEGF8
HP:0001669,Transposition of the great arteries,GPC3
HP:0001669,Transposition of the great arteries,PIGL
HP:0001669,Transposition of the great arteries,GATA6
HP:0001669,Transposition of the great arteries,GDF1
HP:0001669,Transposition of the great arteries,MED13L
HP:0001669,Transposition of the great arteries,PHGDH
HP:0001671,Abnormal cardiac septum morphology,MKS1
HP:0001671,Abnormal cardiac septum morphology,ATP6V1E1
HP:0001671,Abnormal cardiac septum morphology,NSDHL
HP:0001671,Abnormal cardiac septum morphology,KIF7
HP:0001671,Abnormal cardiac septum morphology,ATP6V1A
HP:0001671,Abnormal cardiac septum morphology,RBM8A
HP:0001674,Complete atrioventricular canal defect,HYLS1
HP:0001684,Secundum atrial septal defect,NF1
HP:0001684,Secundum atrial septal defect,NKX2-5
HP:0001684,Secundum atrial septal defect,BBS2
HP:0001696,Situs inversus totalis,PRRX1
HP:0001696,Situs inversus totalis,DNAAF3
HP:0001696,Situs inversus totalis,ODAD1
HP:0001696,Situs inversus totalis,DNAAF5
HP:0001696,Situs inversus totalis,CCDC103
HP:0001696,Situs inversus totalis,UBR1
HP:0001696,Situs inversus totalis,DRC1
HP:0001696,Situs inversus totalis,MMP21
HP:0001696,Situs inversus totalis,PKD1L1
HP:0001696,Situs inversus totalis,ODAD4
HP:0001696,Situs inversus totalis,DNAH5
HP:0001696,Situs inversus totalis,PRRX1
HP:0001696,Situs inversus totalis,DNAAF11
HP:0001696,Situs inversus totalis,PQBP1
HP:0001706,Endocardial fibroelastosis,IDUA
HP:0001706,Endocardial fibroelastosis,TAFAZZIN
HP:0001706,Endocardial fibroelastosis,SLC22A5
HP:0001710,Conotruncal defect,EHMT1
HP:0001719,Double outlet right ventricle,CHD7
HP:0001719,Double outlet right ventricle,GDF1
HP:0001750,Single ventricle,STRA6
HP:0001750,Single ventricle,NSDHL
HP:0001961,Hypoplastic heart,CHRNA1
HP:0004383,Hypoplastic left heart,NR2F2
HP:0004383,Hypoplastic left heart,GJA1
HP:0004383,Hypoplastic left heart,MYRF
HP:0004383,Hypoplastic left heart,TBX5
HP:0005129,Congenital hypertrophy of left ventricle,ABCC9
HP:0005148,Pulmonary valve defects,KIF7
HP:0005156,Hypoplastic left atrium,STRA6
HP:0005182,Bicuspid pulmonary valve,TGFBR1
HP:0006695,Atrioventricular canal defect,GATA4
HP:0010438,Abnormal ventricular septum morphology,SALL4
HP:0010438,Abnormal ventricular septum morphology,NR2F2
HP:0011103,Abnormal left ventricular outflow tract morphology,HOXA1
HP:0011599,Mesocardia,SRCAP
HP:0011623,Muscular ventricular septal defect,GATA6
HP:0011682,Perimembranous ventricular septal defect,ATRX
HP:0011682,Perimembranous ventricular septal defect,GATA6
HP:0011994,Abnormal atrial septum morphology,SALL4
HP:0011995,Atrial septal dilatation,KRAS
