HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link
HP:0001636,Tetralogy of Fallot,9652,TTC37,,orphadata,ORPHA:84064
HP:0001636,Tetralogy of Fallot,6899,TBX1,-,mim2gene,OMIM:192430
HP:0001636,Tetralogy of Fallot,6664,SOX11,,orphadata,ORPHA:1465
HP:0001636,Tetralogy of Fallot,10630,PDPN,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,1482,NKX2-5,-,mim2gene,OMIM:108900
HP:0001636,Tetralogy of Fallot,6899,TBX1,,orphadata,ORPHA:1727
HP:0001636,Tetralogy of Fallot,9772,TMEM94,-,mim2gene,OMIM:618316
HP:0001636,Tetralogy of Fallot,4851,NOTCH1,,orphadata,ORPHA:974
HP:0001636,Tetralogy of Fallot,6605,SMARCE1,,orphadata,ORPHA:1465
HP:0001636,Tetralogy of Fallot,51684,SUFU,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,63976,PRDM16,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,57492,ARID1B,,orphadata,ORPHA:1465
HP:0001636,Tetralogy of Fallot,55636,CHD7,,orphadata,ORPHA:138
HP:0001636,Tetralogy of Fallot,23118,TAB2,-,mim2gene,OMIM:614980
HP:0001636,Tetralogy of Fallot,51339,DACT1,,orphadata,ORPHA:857
HP:0001636,Tetralogy of Fallot,182,JAG1,-,mim2gene,OMIM:118450
HP:0001636,Tetralogy of Fallot,2542,SLC37A4,-,mim2gene,OMIM:619525
HP:0001636,Tetralogy of Fallot,57492,ARID1B,-,mim2gene,OMIM:135900
HP:0001636,Tetralogy of Fallot,64359,NXN,,orphadata,ORPHA:1507
HP:0001636,Tetralogy of Fallot,9632,SEC24C,,orphadata,ORPHA:567
HP:0001636,Tetralogy of Fallot,155368,METTL27,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,2627,GATA6,,orphadata,ORPHA:2255
HP:0001636,Tetralogy of Fallot,100151683,RNU4ATAC,-,mim2gene,OMIM:210710
HP:0001636,Tetralogy of Fallot,26608,TBL2,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,8241,RBM10,-,mim2gene,OMIM:311900
HP:0001636,Tetralogy of Fallot,6899,TBX1,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,23556,PIGN,,orphadata,ORPHA:2059
HP:0001636,Tetralogy of Fallot,2324,FLT4,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,2187,FANCB,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,9839,ZEB2,,orphadata,ORPHA:261552
HP:0001636,Tetralogy of Fallot,84976,DISP1,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,55215,FANCI,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,7490,WT1,-,mim2gene,OMIM:608978
HP:0001636,Tetralogy of Fallot,8220,ESS2,-,mim2gene,OMIM:192430
HP:0001636,Tetralogy of Fallot,9896,FIG4,,orphadata,ORPHA:3472
HP:0001636,Tetralogy of Fallot,57697,FANCM,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,1482,NKX2-5,-,mim2gene,OMIM:187500
HP:0001636,Tetralogy of Fallot,3339,HSPG2,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,8092,ALX1,,orphadata,ORPHA:306542
HP:0001636,Tetralogy of Fallot,2253,FGF8,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,23013,SPEN,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,1131,CHRM3,,orphadata,ORPHA:2970
HP:0001636,Tetralogy of Fallot,473,RERE,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,140628,GATA5,-,mim2gene,OMIM:617912
HP:0001636,Tetralogy of Fallot,79813,EHMT1,,orphadata,ORPHA:96147
HP:0001636,Tetralogy of Fallot,2006,ELN,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,23013,SPEN,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,135886,TMEM270,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,6899,TBX1,,orphadata,ORPHA:567
HP:0001636,Tetralogy of Fallot,83990,BRIP1,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,5982,RFC2,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,1349,COX7B,-,mim2gene,OMIM:300887
HP:0001636,Tetralogy of Fallot,2294,FOXF1,-,mim2gene,OMIM:265380
HP:0001636,Tetralogy of Fallot,5977,DPF2,,orphadata,ORPHA:1465
HP:0001636,Tetralogy of Fallot,6997,TDGF1,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,84464,SLX4,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,7546,ZIC2,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,29998,BICRA,-,mim2gene,OMIM:619325
HP:0001636,Tetralogy of Fallot,8468,FKBP6,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,6804,STX1A,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,81614,NIPA2,,orphadata,ORPHA:261183
HP:0001636,Tetralogy of Fallot,9487,PIGL,,orphadata,ORPHA:3474
HP:0001636,Tetralogy of Fallot,7050,TGIF1,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,6602,SMARCD1,,orphadata,ORPHA:1465
HP:0001636,Tetralogy of Fallot,10847,SRCAP,,orphadata,ORPHA:2044
HP:0001636,Tetralogy of Fallot,57572,DOCK6,,orphadata,ORPHA:974
HP:0001636,Tetralogy of Fallot,7490,WT1,,orphadata,ORPHA:3097
HP:0001636,Tetralogy of Fallot,26275,HIBCH,,orphadata,ORPHA:88639
HP:0001636,Tetralogy of Fallot,9031,BAZ1B,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,51715,RAB23,-,mim2gene,OMIM:201000
HP:0001636,Tetralogy of Fallot,2260,FGFR1,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,23414,ZFPM2,-,mim2gene,OMIM:187500
HP:0001636,Tetralogy of Fallot,22827,PUF60,,orphadata,ORPHA:508498
HP:0001636,Tetralogy of Fallot,9993,DGCR2,-,mim2gene,OMIM:192430
HP:0001636,Tetralogy of Fallot,54897,CASZ1,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,140628,GATA5,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,8928,FOXH1,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,114049,BUD23,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,7319,UBE2A,,orphadata,ORPHA:163956
HP:0001636,Tetralogy of Fallot,5889,RAD51C,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,2178,FANCE,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,84277,DNAJC30,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,2626,GATA4,,orphadata,ORPHA:251071
HP:0001636,Tetralogy of Fallot,23414,ZFPM2,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,221037,JMJD1C,,orphadata,ORPHA:567
HP:0001636,Tetralogy of Fallot,182,JAG1,-,mim2gene,OMIM:187500
HP:0001636,Tetralogy of Fallot,84163,GTF2IRD2,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,2657,GDF1,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,28952,CCDC22,,orphadata,ORPHA:7
HP:0001636,Tetralogy of Fallot,6899,TBX1,-,mim2gene,OMIM:188400
HP:0001636,Tetralogy of Fallot,2303,FOXC2,-,mim2gene,OMIM:153400
HP:0001636,Tetralogy of Fallot,9487,PIGL,-,mim2gene,OMIM:280000
HP:0001636,Tetralogy of Fallot,155382,VPS37D,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,29089,UBE2T,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,137814,NKX2-6,,orphadata,ORPHA:3384
HP:0001636,Tetralogy of Fallot,64220,STRA6,-,mim2gene,OMIM:601186
HP:0001636,Tetralogy of Fallot,8195,MKKS,,orphadata,ORPHA:2473
HP:0001636,Tetralogy of Fallot,6299,SALL1,-,mim2gene,OMIM:107480
HP:0001636,Tetralogy of Fallot,7798,LUZP1,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,6899,TBX1,-,mim2gene,OMIM:187500
HP:0001636,Tetralogy of Fallot,7355,SLC35A2,,orphadata,ORPHA:356961
HP:0001636,Tetralogy of Fallot,6299,SALL1,,orphadata,ORPHA:857
HP:0001636,Tetralogy of Fallot,54567,DLL4,,orphadata,ORPHA:974
HP:0001636,Tetralogy of Fallot,7852,CXCR4,,orphadata,ORPHA:51636
HP:0001636,Tetralogy of Fallot,2736,GLI2,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,2702,GJA5,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,54916,TMEM260,-,mim2gene,OMIM:617478
HP:0001636,Tetralogy of Fallot,9652,TTC37,-,mim2gene,OMIM:222470
HP:0001636,Tetralogy of Fallot,10262,SF3B4,-,mim2gene,OMIM:154400
HP:0001636,Tetralogy of Fallot,55159,RFWD3,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,2324,FLT4,-,mim2gene,OMIM:618780
HP:0001636,Tetralogy of Fallot,2627,GATA6,,orphadata,ORPHA:3303
HP:0001636,Tetralogy of Fallot,6469,SHH,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,2563,GABRD,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,6497,SKI,,orphadata,ORPHA:1606
HP:0001636,Tetralogy of Fallot,6135,RPL11,-,mim2gene,OMIM:612562
HP:0001636,Tetralogy of Fallot,28514,DLL1,,orphadata,ORPHA:280200
HP:0001636,Tetralogy of Fallot,54487,DGCR8,-,mim2gene,OMIM:192430
HP:0001636,Tetralogy of Fallot,675,BRCA2,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,7516,XRCC2,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,6239,RREB1,,orphadata,ORPHA:567
HP:0001636,Tetralogy of Fallot,1663,DDX11,-,mim2gene,OMIM:613398
HP:0001636,Tetralogy of Fallot,7461,CLIP2,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,3516,RBPJ,,orphadata,ORPHA:974
HP:0001636,Tetralogy of Fallot,26275,HIBCH,-,mim2gene,OMIM:250620
HP:0001636,Tetralogy of Fallot,2812,GP1BB,,orphadata,ORPHA:567
HP:0001636,Tetralogy of Fallot,2626,GATA4,-,mim2gene,OMIM:187500
HP:0001636,Tetralogy of Fallot,9897,WASHC5,-,mim2gene,OMIM:220210
HP:0001636,Tetralogy of Fallot,9569,GTF2IRD1,,orphadata,ORPHA:904
HP:0001636,Tetralogy of Fallot,9939,RBM8A,-,mim2gene,OMIM:274000
HP:0001636,Tetralogy of Fallot,1024,CDK8,-,mim2gene,OMIM:618748
HP:0001636,Tetralogy of Fallot,673,BRAF,-,mim2gene,OMIM:613707
HP:0001636,Tetralogy of Fallot,672,BRCA1,,orphadata,ORPHA:84
HP:0001636,Tetralogy of Fallot,10084,PQBP1,-,mim2gene,OMIM:309500
HP:0001643,Patent ductus arteriosus,473,RERE,-,mim2gene,OMIM:616975
HP:0001643,Patent ductus arteriosus,4089,SMAD4,-,mim2gene,OMIM:139210
HP:0001643,Patent ductus arteriosus,7046,TGFBR1,,orphadata,ORPHA:91387
HP:0001643,Patent ductus arteriosus,1312,COMT,,orphadata,ORPHA:567
HP:0001643,Patent ductus arteriosus,7994,KAT6A,,orphadata,ORPHA:457193
HP:0001643,Patent ductus arteriosus,9839,ZEB2,-,mim2gene,OMIM:235730
HP:0001643,Patent ductus arteriosus,8726,EED,-,mim2gene,OMIM:617561
HP:0001643,Patent ductus arteriosus,23129,PLXND1,,orphadata,ORPHA:3384
HP:0001643,Patent ductus arteriosus,285203,EOGT,-,mim2gene,OMIM:615297
HP:0001643,Patent ductus arteriosus,6499,SKIV2L,,orphadata,ORPHA:84064
HP:0001643,Patent ductus arteriosus,5888,RAD51,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,2627,GATA6,-,mim2gene,OMIM:600001
HP:0001643,Patent ductus arteriosus,4144,MAT2A,,orphadata,ORPHA:91387
HP:0001643,Patent ductus arteriosus,57167,SALL4,question,mim2gene,OMIM:147750
HP:0001643,Patent ductus arteriosus,2719,GPC3,-,mim2gene,OMIM:312870
HP:0001643,Patent ductus arteriosus,10060,ABCC9,,orphadata,ORPHA:1517
HP:0001643,Patent ductus arteriosus,998,CDC42,,orphadata,ORPHA:487796
HP:0001643,Patent ductus arteriosus,9949,AMMECR1,,orphadata,ORPHA:86818
HP:0001643,Patent ductus arteriosus,2261,FGFR3,,orphadata,ORPHA:1860
HP:0001643,Patent ductus arteriosus,2969,GTF2I,,orphadata,ORPHA:904
HP:0001643,Patent ductus arteriosus,2176,FANCC,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,153241,CEP120,-,mim2gene,OMIM:616300
HP:0001643,Patent ductus arteriosus,54880,BCOR,,orphadata,ORPHA:2712
HP:0001643,Patent ductus arteriosus,653361,NCF1,,orphadata,ORPHA:904
HP:0001643,Patent ductus arteriosus,415,ARSL,,orphadata,ORPHA:79345
HP:0001643,Patent ductus arteriosus,4629,MYH11,-,mim2gene,OMIM:132900
HP:0001643,Patent ductus arteriosus,2201,FBN2,-,mim2gene,OMIM:121050
HP:0001643,Patent ductus arteriosus,8802,SUCLG1,,orphadata,ORPHA:17
HP:0001643,Patent ductus arteriosus,7458,EIF4H,,orphadata,ORPHA:904
HP:0001643,Patent ductus arteriosus,5824,PEX19,-,mim2gene,OMIM:614886
HP:0001643,Patent ductus arteriosus,9968,MED12,-,mim2gene,OMIM:301068
HP:0001643,Patent ductus arteriosus,9533,POLR1C,,orphadata,ORPHA:861
HP:0001643,Patent ductus arteriosus,139285,AMER1,-,mim2gene,OMIM:300373
HP:0001643,Patent ductus arteriosus,2188,FANCF,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,55249,YY1AP1,,orphadata,ORPHA:79094
HP:0001643,Patent ductus arteriosus,348180,CTU2,-,mim2gene,OMIM:618142
HP:0001643,Patent ductus arteriosus,2072,ERCC4,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,79989,TTC26,-,mim2gene,OMIM:619534
HP:0001643,Patent ductus arteriosus,2239,GPC4,-,mim2gene,OMIM:312870
HP:0001643,Patent ductus arteriosus,2177,FANCD2,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,3481,IGF2,-,mim2gene,OMIM:616489
HP:0001643,Patent ductus arteriosus,7372,UMPS,,orphadata,ORPHA:30
HP:0001643,Patent ductus arteriosus,284058,KANSL1,-,mim2gene,OMIM:610443
HP:0001643,Patent ductus arteriosus,4613,MYCN,,orphadata,ORPHA:391641
HP:0001643,Patent ductus arteriosus,89970,RSPRY1,,orphadata,ORPHA:457395
HP:0001643,Patent ductus arteriosus,9325,TRIP4,-,mim2gene,OMIM:616866
HP:0001643,Patent ductus arteriosus,6597,SMARCA4,,orphadata,ORPHA:1465
HP:0001643,Patent ductus arteriosus,4613,MYCN,-,mim2gene,OMIM:164280
HP:0001643,Patent ductus arteriosus,55690,PACS1,-,mim2gene,OMIM:615009
HP:0001643,Patent ductus arteriosus,55315,SLC29A3,-,mim2gene,OMIM:602782
HP:0001643,Patent ductus arteriosus,55636,CHD7,-,mim2gene,OMIM:214800
HP:0001643,Patent ductus arteriosus,808,CALM3,-,mim2gene,OMIM:618782
HP:0001643,Patent ductus arteriosus,55191,NADSYN1,-,mim2gene,OMIM:618845
HP:0001643,Patent ductus arteriosus,7048,TGFBR2,,orphadata,ORPHA:91387
HP:0001643,Patent ductus arteriosus,157570,ESCO2,-,mim2gene,OMIM:268300
HP:0001643,Patent ductus arteriosus,55120,FANCL,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,4088,SMAD3,,orphadata,ORPHA:284984
HP:0001643,Patent ductus arteriosus,1857,DVL3,-,mim2gene,OMIM:616894
HP:0001643,Patent ductus arteriosus,79228,THOC6,-,mim2gene,OMIM:613680
HP:0001643,Patent ductus arteriosus,9496,TBX4,,orphadata,ORPHA:261279
HP:0001643,Patent ductus arteriosus,9723,SEMA3E,question,mim2gene,OMIM:214800
HP:0001643,Patent ductus arteriosus,4281,MID1,,orphadata,ORPHA:2745
HP:0001643,Patent ductus arteriosus,10102,TSFM,-,mim2gene,OMIM:610505
HP:0001643,Patent ductus arteriosus,26227,PHGDH,-,mim2gene,OMIM:256520
HP:0001643,Patent ductus arteriosus,29957,SLC25A24,-,mim2gene,OMIM:612289
HP:0001643,Patent ductus arteriosus,3248,HPGD,-,mim2gene,OMIM:259100
HP:0001643,Patent ductus arteriosus,4088,SMAD3,,orphadata,ORPHA:91387
HP:0001643,Patent ductus arteriosus,6657,SOX2,-,mim2gene,OMIM:206900
HP:0001643,Patent ductus arteriosus,6598,SMARCB1,,orphadata,ORPHA:1465
HP:0001643,Patent ductus arteriosus,57539,WDR35,-,mim2gene,OMIM:613610
HP:0001643,Patent ductus arteriosus,51082,POLR1D,,orphadata,ORPHA:861
HP:0001643,Patent ductus arteriosus,10459,MAD2L2,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,85358,SHANK3,-,mim2gene,OMIM:606232
HP:0001643,Patent ductus arteriosus,2175,FANCA,,orphadata,ORPHA:84
HP:0001643,Patent ductus arteriosus,9275,BCL7B,,orphadata,ORPHA:904
HP:0001643,Patent ductus arteriosus,2296,FOXC1,-,mim2gene,OMIM:602482
HP:0001643,Patent ductus arteriosus,8289,ARID1A,,orphadata,ORPHA:1465
HP:0001643,Patent ductus arteriosus,7046,TGFBR1,-,mim2gene,OMIM:609192
HP:0001643,Patent ductus arteriosus,6016,RIT1,-,mim2gene,OMIM:615355
HP:0001643,Patent ductus arteriosus,2187,FANCB,-,mim2gene,OMIM:300514
HP:0001643,Patent ductus arteriosus,2261,FGFR3,,orphadata,ORPHA:93274
HP:0001643,Patent ductus arteriosus,4629,MYH11,,orphadata,ORPHA:229
HP:0001643,Patent ductus arteriosus,7042,TGFB2,,orphadata,ORPHA:91387
HP:0001643,Patent ductus arteriosus,51322,WAC,,orphadata,ORPHA:284169
HP:0001643,Patent ductus arteriosus,7021,TFAP2B,-,mim2gene,OMIM:169100
HP:0001643,Patent ductus arteriosus,10225,CD96,-,mim2gene,OMIM:211750
HP:0001643,Patent ductus arteriosus,4629,MYH11,-,mim2gene,OMIM:619351
HP:0001643,Patent ductus arteriosus,9652,TTC37,,orphadata,ORPHA:84064
HP:0001643,Patent ductus arteriosus,6664,SOX11,,orphadata,ORPHA:1465
HP:0001643,Patent ductus arteriosus,9772,TMEM94,-,mim2gene,OMIM:618316
HP:0001643,Patent ductus arteriosus,63976,PRDM16,,orphadata,ORPHA:1606
HP:0001643,Patent ductus arteriosus,57492,ARID1B,,orphadata,ORPHA:1465
HP:0001643,Patent ductus arteriosus,55636,CHD7,,orphadata,ORPHA:138
HP:0001643,Patent ductus arteriosus,4088,SMAD3,-,mim2gene,OMIM:613795
HP:0001643,Patent ductus arteriosus,57492,ARID1B,-,mim2gene,OMIM:135900
HP:0001643,Patent ductus arteriosus,23556,PIGN,,orphadata,ORPHA:280633
HP:0001643,Patent ductus arteriosus,155368,METTL27,,orphadata,ORPHA:904
HP:0001643,Patent ductus arteriosus,2627,GATA6,,orphadata,ORPHA:2255
HP:0001643,Patent ductus arteriosus,3782,KCNN3,-,mim2gene,OMIM:618658
HP:0001643,Patent ductus arteriosus,1717,DHCR7,-,mim2gene,OMIM:270400
HP:0001643,Patent ductus arteriosus,7048,TGFBR2,-,mim2gene,OMIM:610168
