HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link
HP:0001627,Abnormal heart morphology,6165,RPL35A,,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,10743,RAI1,-,mim2gene,OMIM:182290
HP:0001627,Abnormal heart morphology,3704,ITPA,-,mim2gene,OMIM:616647
HP:0001627,Abnormal heart morphology,139212,DNAAF6,-,mim2gene,OMIM:300991
HP:0001627,Abnormal heart morphology,6231,RPS26,,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,54361,WNT4,question,mim2gene,OMIM:611812
HP:0001627,Abnormal heart morphology,25836,NIPBL,-,mim2gene,OMIM:122470
HP:0001627,Abnormal heart morphology,10225,CD96,-,mim2gene,OMIM:211750
HP:0001627,Abnormal heart morphology,2316,FLNA,,orphadata,ORPHA:90652
HP:0001627,Abnormal heart morphology,55005,RMND1,-,mim2gene,OMIM:614922
HP:0001627,Abnormal heart morphology,182,JAG1,question,mim2gene,OMIM:617992
HP:0001627,Abnormal heart morphology,5193,PEX12,,orphadata,ORPHA:912
HP:0001627,Abnormal heart morphology,6496,SIX3,,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,28981,IFT81,-,mim2gene,OMIM:617895
HP:0001627,Abnormal heart morphology,1482,NKX2-5,,orphadata,ORPHA:402075
HP:0001627,Abnormal heart morphology,115948,ODAD3,,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,4072,EPCAM,,orphadata,ORPHA:144
HP:0001627,Abnormal heart morphology,9772,TMEM94,-,mim2gene,OMIM:618316
HP:0001627,Abnormal heart morphology,6897,TARS1,,orphadata,ORPHA:33364
HP:0001627,Abnormal heart morphology,5422,POLA1,-,mim2gene,OMIM:301030
HP:0001627,Abnormal heart morphology,11232,POLG2,,orphadata,ORPHA:254892
HP:0001627,Abnormal heart morphology,7050,TGIF1,,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,255738,PCSK9,,orphadata,ORPHA:391665
HP:0001627,Abnormal heart morphology,57492,ARID1B,,orphadata,ORPHA:1465
HP:0001627,Abnormal heart morphology,6210,RPS15A,,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,84705,GTPBP3,,orphadata,ORPHA:444013
HP:0001627,Abnormal heart morphology,6331,SCN5A,-,mim2gene,OMIM:601154
HP:0001627,Abnormal heart morphology,84976,DISP1,,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,2623,GATA1,-,mim2gene,OMIM:190685
HP:0001627,Abnormal heart morphology,51114,ZDHHC9,,orphadata,ORPHA:776
HP:0001627,Abnormal heart morphology,10203,CALCRL,question,mim2gene,OMIM:618773
HP:0001627,Abnormal heart morphology,56683,CFAP298,-,mim2gene,OMIM:615500
HP:0001627,Abnormal heart morphology,7048,TGFBR2,-,mim2gene,OMIM:610168
HP:0001627,Abnormal heart morphology,10617,STAMBP,-,mim2gene,OMIM:614261
HP:0001627,Abnormal heart morphology,2324,FLT4,,orphadata,ORPHA:3303
HP:0001627,Abnormal heart morphology,80206,FHOD3,-,mim2gene,OMIM:619402
HP:0001627,Abnormal heart morphology,1859,DYRK1A,,orphadata,ORPHA:464311
HP:0001627,Abnormal heart morphology,84976,DISP1,,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,3043,HBB,,orphadata,ORPHA:231226
HP:0001627,Abnormal heart morphology,8220,ESS2,-,mim2gene,OMIM:192430
HP:0001627,Abnormal heart morphology,9896,FIG4,,orphadata,ORPHA:3472
HP:0001627,Abnormal heart morphology,7137,TNNI3,question,mim2gene,OMIM:611880
HP:0001627,Abnormal heart morphology,8772,FADD,-,mim2gene,OMIM:613759
HP:0001627,Abnormal heart morphology,91461,PKDCC,-,mim2gene,OMIM:618821
HP:0001627,Abnormal heart morphology,7840,ALMS1,-,mim2gene,OMIM:203800
HP:0001627,Abnormal heart morphology,5087,PBX1,-,mim2gene,OMIM:617641
HP:0001627,Abnormal heart morphology,144811,LACC1,,orphadata,ORPHA:85414
HP:0001627,Abnormal heart morphology,1788,DNMT3A,-,mim2gene,OMIM:615879
HP:0001627,Abnormal heart morphology,4558,TRNF,-,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,5351,PLOD1,,orphadata,ORPHA:1900
HP:0001627,Abnormal heart morphology,23013,SPEN,-,mim2gene,OMIM:619312
HP:0001627,Abnormal heart morphology,4576,TRNT,,orphadata,ORPHA:254857
HP:0001627,Abnormal heart morphology,6138,RPL15,,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,23327,NEDD4L,,orphadata,ORPHA:98892
HP:0001627,Abnormal heart morphology,113179,ADAT3,,orphadata,ORPHA:363528
HP:0001627,Abnormal heart morphology,340419,RSPO2,-,mim2gene,OMIM:618021
HP:0001627,Abnormal heart morphology,9361,LONP1,-,mim2gene,OMIM:600373
HP:0001627,Abnormal heart morphology,23522,KAT6B,,orphadata,ORPHA:85201
HP:0001627,Abnormal heart morphology,5885,RAD21,,orphadata,ORPHA:199
HP:0001627,Abnormal heart morphology,1131,CHRM3,,orphadata,ORPHA:2970
HP:0001627,Abnormal heart morphology,55624,POMGNT1,,orphadata,ORPHA:370959
HP:0001627,Abnormal heart morphology,8799,PEX11B,,orphadata,ORPHA:772
HP:0001627,Abnormal heart morphology,2263,FGFR2,-,mim2gene,OMIM:207410
HP:0001627,Abnormal heart morphology,339829,CCDC39,-,mim2gene,OMIM:613807
HP:0001627,Abnormal heart morphology,29078,NDUFAF4,,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,2006,ELN,,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,111,ADCY5,,orphadata,ORPHA:324588
HP:0001627,Abnormal heart morphology,157680,VPS13B,-,mim2gene,OMIM:216550
HP:0001627,Abnormal heart morphology,23639,DNAAF11,,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,6899,TBX1,,orphadata,ORPHA:567
HP:0001627,Abnormal heart morphology,1956,EGFR,,orphadata,ORPHA:294023
HP:0001627,Abnormal heart morphology,5573,PRKAR1A,,orphadata,ORPHA:615
HP:0001627,Abnormal heart morphology,4511,TRNC,-,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,3756,KCNH1,-,mim2gene,OMIM:135500
HP:0001627,Abnormal heart morphology,93233,ODAD1,,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,1674,DES,,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,3845,KRAS,,orphadata,ORPHA:648
HP:0001627,Abnormal heart morphology,3920,LAMP2,,orphadata,ORPHA:34587
HP:0001627,Abnormal heart morphology,4838,NODAL,-,mim2gene,OMIM:270100
HP:0001627,Abnormal heart morphology,8481,OFD1,,orphadata,ORPHA:2754
HP:0001627,Abnormal heart morphology,84665,MYPN,,orphadata,ORPHA:171439
HP:0001627,Abnormal heart morphology,10269,ZMPSTE24,-,mim2gene,OMIM:275210
HP:0001627,Abnormal heart morphology,55210,ATAD3A,,orphadata,ORPHA:496790
HP:0001627,Abnormal heart morphology,54870,QRICH1,-,mim2gene,OMIM:617982
HP:0001627,Abnormal heart morphology,4624,MYH6,-,mim2gene,OMIM:613251
HP:0001627,Abnormal heart morphology,1277,COL1A1,-,mim2gene,OMIM:619115
HP:0001627,Abnormal heart morphology,9508,ADAMTS3,,orphadata,ORPHA:2136
HP:0001627,Abnormal heart morphology,4607,MYBPC3,,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,23387,SIK3,question,mim2gene,OMIM:618162
HP:0001627,Abnormal heart morphology,4256,MGP,-,mim2gene,OMIM:245150
HP:0001627,Abnormal heart morphology,8772,FADD,,orphadata,ORPHA:306550
HP:0001627,Abnormal heart morphology,55670,PEX26,,orphadata,ORPHA:912
HP:0001627,Abnormal heart morphology,7015,TERT,-,mim2gene,OMIM:613989
HP:0001627,Abnormal heart morphology,27130,INVS,-,mim2gene,OMIM:602088
HP:0001627,Abnormal heart morphology,81570,CLPB,,orphadata,ORPHA:445038
HP:0001627,Abnormal heart morphology,51025,PAM16,-,mim2gene,OMIM:613320
HP:0001627,Abnormal heart morphology,9731,CEP104,,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,2253,FGF8,,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,5096,PCCB,-,mim2gene,OMIM:606054
HP:0001627,Abnormal heart morphology,9487,PIGL,,orphadata,ORPHA:3474
HP:0001627,Abnormal heart morphology,2177,FANCD2,-,mim2gene,OMIM:227646
HP:0001627,Abnormal heart morphology,6602,SMARCD1,,orphadata,ORPHA:1465
HP:0001627,Abnormal heart morphology,5830,PEX5,-,mim2gene,OMIM:214110
HP:0001627,Abnormal heart morphology,166378,SPATA5,,orphadata,ORPHA:457351
HP:0001627,Abnormal heart morphology,26275,HIBCH,,orphadata,ORPHA:88639
HP:0001627,Abnormal heart morphology,55790,CSGALNACT1,-,mim2gene,OMIM:618870
HP:0001627,Abnormal heart morphology,9573,GDF3,,orphadata,ORPHA:2345
HP:0001627,Abnormal heart morphology,6324,SCN1B,-,mim2gene,OMIM:615377
HP:0001627,Abnormal heart morphology,7249,TSC2,,orphadata,ORPHA:805
HP:0001627,Abnormal heart morphology,85478,CCDC65,,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,9993,DGCR2,-,mim2gene,OMIM:192430
HP:0001627,Abnormal heart morphology,57534,MIB1,-,mim2gene,OMIM:615092
HP:0001627,Abnormal heart morphology,2619,GAS1,,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,6261,RYR1,,orphadata,ORPHA:423
HP:0001627,Abnormal heart morphology,10367,MICU1,-,mim2gene,OMIM:615673
HP:0001627,Abnormal heart morphology,5190,PEX6,,orphadata,ORPHA:772
HP:0001627,Abnormal heart morphology,4638,MYLK,,orphadata,ORPHA:2241
HP:0001627,Abnormal heart morphology,84833,ATP5MK,-,mim2gene,OMIM:618683
HP:0001627,Abnormal heart morphology,79147,FKRP,-,mim2gene,OMIM:607155
HP:0001627,Abnormal heart morphology,114049,BUD23,,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,22884,WDR37,-,mim2gene,OMIM:618652
HP:0001627,Abnormal heart morphology,4000,LMNA,,orphadata,ORPHA:2348
HP:0001627,Abnormal heart morphology,5373,PMM2,,orphadata,ORPHA:79318
HP:0001627,Abnormal heart morphology,93649,MYOCD,-,mim2gene,OMIM:618719
HP:0001627,Abnormal heart morphology,2178,FANCE,,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,2316,FLNA,,orphadata,ORPHA:2484
HP:0001627,Abnormal heart morphology,84277,DNAJC30,,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,6710,SPTB,,orphadata,ORPHA:822
HP:0001627,Abnormal heart morphology,1144,CHRND,-,mim2gene,OMIM:253290
HP:0001627,Abnormal heart morphology,111,ADCY5,-,mim2gene,OMIM:606703
HP:0001627,Abnormal heart morphology,100151683,RNU4ATAC,,orphadata,ORPHA:353298
HP:0001627,Abnormal heart morphology,11284,PNKP,,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,2313,FLI1,,orphadata,ORPHA:2308
HP:0001627,Abnormal heart morphology,6477,SIAH1,-,mim2gene,OMIM:619314
HP:0001627,Abnormal heart morphology,23230,VPS13A,,orphadata,ORPHA:2388
HP:0001627,Abnormal heart morphology,29887,SNX10,,orphadata,ORPHA:667
HP:0001627,Abnormal heart morphology,57190,SELENON,,orphadata,ORPHA:324604
HP:0001627,Abnormal heart morphology,6288,SAA1,,orphadata,ORPHA:85445
HP:0001627,Abnormal heart morphology,220136,CFAP53,-,mim2gene,OMIM:614779
HP:0001627,Abnormal heart morphology,10324,KLHL41,,orphadata,ORPHA:171439
HP:0001627,Abnormal heart morphology,6324,SCN1B,,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,4041,LRP5,-,mim2gene,OMIM:259770
HP:0001627,Abnormal heart morphology,55572,FOXRED1,-,mim2gene,OMIM:618241
HP:0001627,Abnormal heart morphology,1829,DSG2,-,mim2gene,OMIM:610193
HP:0001627,Abnormal heart morphology,202018,TAPT1,-,mim2gene,OMIM:616897
HP:0001627,Abnormal heart morphology,5727,PTCH1,-,mim2gene,OMIM:109400
HP:0001627,Abnormal heart morphology,55384,MEG3,,orphadata,ORPHA:254534
HP:0001627,Abnormal heart morphology,92002,CCNQ,-,mim2gene,OMIM:300707
HP:0001627,Abnormal heart morphology,5500,PPP1CB,,orphadata,ORPHA:2701
HP:0001627,Abnormal heart morphology,6223,RPS19,,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,1130,LYST,,orphadata,ORPHA:167
HP:0001627,Abnormal heart morphology,9200,HACD1,,orphadata,ORPHA:2020
HP:0001627,Abnormal heart morphology,84314,TMEM107,,orphadata,ORPHA:564
HP:0001627,Abnormal heart morphology,875,CBS,-,mim2gene,OMIM:236200
HP:0001627,Abnormal heart morphology,81794,ADAMTS10,,orphadata,ORPHA:3449
HP:0001627,Abnormal heart morphology,51604,PIGT,-,mim2gene,OMIM:615398
HP:0001627,Abnormal heart morphology,134218,DNAJC21,-,mim2gene,OMIM:260400
HP:0001627,Abnormal heart morphology,5160,PDHA1,,orphadata,ORPHA:79243
HP:0001627,Abnormal heart morphology,779,CACNA1S,,orphadata,ORPHA:423
HP:0001627,Abnormal heart morphology,79848,CSPP1,,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,6507,SLC1A3,,orphadata,ORPHA:2131
HP:0001627,Abnormal heart morphology,51726,DNAJB11,,orphadata,ORPHA:730
HP:0001627,Abnormal heart morphology,4556,TRNE,,orphadata,ORPHA:225
HP:0001627,Abnormal heart morphology,7137,TNNI3,-,mim2gene,OMIM:613286
HP:0001627,Abnormal heart morphology,4541,ND6,,orphadata,ORPHA:255210
HP:0001627,Abnormal heart morphology,146845,CFAP52,-,mim2gene,OMIM:619607
HP:0001627,Abnormal heart morphology,2316,FLNA,,orphadata,ORPHA:1826
HP:0001627,Abnormal heart morphology,54903,MKS1,,orphadata,ORPHA:564
HP:0001627,Abnormal heart morphology,8626,TP63,,orphadata,ORPHA:199302
HP:0001627,Abnormal heart morphology,7852,CXCR4,,orphadata,ORPHA:51636
HP:0001627,Abnormal heart morphology,54916,TMEM260,-,mim2gene,OMIM:617478
HP:0001627,Abnormal heart morphology,9319,TRIP13,,orphadata,ORPHA:1052
HP:0001627,Abnormal heart morphology,58,ACTA1,,orphadata,ORPHA:171439
HP:0001627,Abnormal heart morphology,2033,EP300,-,mim2gene,OMIM:180849
HP:0001627,Abnormal heart morphology,5194,PEX13,,orphadata,ORPHA:772
HP:0001627,Abnormal heart morphology,1857,DVL3,-,mim2gene,OMIM:616894
HP:0001627,Abnormal heart morphology,51780,KDM3B,-,mim2gene,OMIM:618846
HP:0001627,Abnormal heart morphology,1892,ECHS1,-,mim2gene,OMIM:616277
HP:0001627,Abnormal heart morphology,6469,SHH,,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,2879,GPX4,,orphadata,ORPHA:93317
HP:0001627,Abnormal heart morphology,8565,YARS1,-,mim2gene,OMIM:619418
HP:0001627,Abnormal heart morphology,3106,HLA-B,,orphadata,ORPHA:29207
HP:0001627,Abnormal heart morphology,7139,TNNT2,-,mim2gene,OMIM:115195
HP:0001627,Abnormal heart morphology,11107,PRDM5,,orphadata,ORPHA:90354
HP:0001627,Abnormal heart morphology,54539,NDUFB11,,orphadata,ORPHA:2556
HP:0001627,Abnormal heart morphology,3190,HNRNPK,,orphadata,ORPHA:352665
HP:0001627,Abnormal heart morphology,26160,IFT172,-,mim2gene,OMIM:615630
HP:0001627,Abnormal heart morphology,2717,GLA,,orphadata,ORPHA:324
HP:0001627,Abnormal heart morphology,27125,AFF4,,orphadata,ORPHA:444077
HP:0001627,Abnormal heart morphology,80704,SLC19A3,,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,9049,AIP,-,mim2gene,OMIM:102200
HP:0001627,Abnormal heart morphology,1024,CDK8,-,mim2gene,OMIM:618748
HP:0001627,Abnormal heart morphology,23395,LARS2,-,mim2gene,OMIM:617021
HP:0001627,Abnormal heart morphology,6442,SGCA,-,mim2gene,OMIM:608099
HP:0001627,Abnormal heart morphology,672,BRCA1,,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,54344,DPM3,,orphadata,ORPHA:263494
HP:0001627,Abnormal heart morphology,78987,CRELD1,-,mim2gene,OMIM:606217
HP:0001627,Abnormal heart morphology,79631,EFL1,,orphadata,ORPHA:811
HP:0001627,Abnormal heart morphology,7167,TPI1,,orphadata,ORPHA:868
HP:0001627,Abnormal heart morphology,2619,GAS1,,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,55112,DYNC2I1,-,mim2gene,OMIM:615503
HP:0001627,Abnormal heart morphology,4541,ND6,,orphadata,ORPHA:550
HP:0001627,Abnormal heart morphology,2212,FCGR2A,susceptibility,mim2gene,OMIM:152700
HP:0001627,Abnormal heart morphology,11198,SUPT16H,-,mim2gene,OMIM:619480
HP:0001627,Abnormal heart morphology,92749,DRC1,,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,55869,HDAC8,,orphadata,ORPHA:199
HP:0001627,Abnormal heart morphology,5832,ALDH18A1,,orphadata,ORPHA:90348
HP:0001627,Abnormal heart morphology,5885,RAD21,-,mim2gene,OMIM:614701
HP:0001627,Abnormal heart morphology,2317,FLNB,-,mim2gene,OMIM:150250
HP:0001627,Abnormal heart morphology,5813,PURA,,orphadata,ORPHA:314655
HP:0001627,Abnormal heart morphology,54903,MKS1,,orphadata,ORPHA:220493
HP:0001627,Abnormal heart morphology,3767,KCNJ11,,orphadata,ORPHA:276580
HP:0001627,Abnormal heart morphology,1363,CPE,-,mim2gene,OMIM:619326
HP:0001627,Abnormal heart morphology,9049,AIP,,orphadata,ORPHA:963
HP:0001627,Abnormal heart morphology,673,BRAF,,orphadata,ORPHA:500
HP:0001627,Abnormal heart morphology,9896,FIG4,-,mim2gene,OMIM:216340
HP:0001627,Abnormal heart morphology,6496,SIX3,,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,1828,DSG1,-,mim2gene,OMIM:615508
HP:0001627,Abnormal heart morphology,9997,SCO2,,orphadata,ORPHA:70474
HP:0001627,Abnormal heart morphology,55572,FOXRED1,,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,1487,CTBP1,-,mim2gene,OMIM:194190
HP:0001627,Abnormal heart morphology,10735,STAG2,,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,64581,CLEC7A,,orphadata,ORPHA:1334
HP:0001627,Abnormal heart morphology,30061,SLC40A1,-,mim2gene,OMIM:606069
HP:0001627,Abnormal heart morphology,3909,LAMA3,,orphadata,ORPHA:79404
HP:0001627,Abnormal heart morphology,79867,TCTN2,,orphadata,ORPHA:564
HP:0001627,Abnormal heart morphology,1954,MEGF8,-,mim2gene,OMIM:614976
HP:0001627,Abnormal heart morphology,2720,GLB1,,orphadata,ORPHA:79255
HP:0001627,Abnormal heart morphology,6165,RPL35A,-,mim2gene,OMIM:612528
